,items,comp
805,"Population ages 25-29, male (% of male population)",0.1428823173046112
560,Urban land area (sq. km),0.1431995928287506
304,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",0.1436462253332138
522,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",0.14418691396713257
294,"Adolescents out of school, female (% of female lower secondary school age)",0.14459960162639618
519,Methane emissions (kt of CO2 equivalent),0.14534148573875427
1074,"Cost to export, documentary compliance (US$)",0.1457151621580124
295,"Adolescents out of school, male (% of male lower secondary school age)",0.1459781378507614
648,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",0.14700385928153992
421,"Secondary education, teachers (% female)",0.14807230234146118
319,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",0.14837980270385742
956,Coverage of social safety net programs in poorest quintile (% of population),0.14844930171966553
70,Adjusted savings: net national savings (% of GNI),0.14878860116004944
568,Bank nonperforming loans to total gross loans (%),0.15089288353919983
763,"Mortality rate, infant (per 1,000 live births)",0.1511821448802948
271,"Services, value added (constant 2010 US$)",0.15128366649150848
549,"People with basic handwashing facilities including soap and water, urban (% of urban population)",0.15152864158153534
187,Gross savings (% of GDP),0.15178127586841583
768,"Mortality rate, under-5, female (per 1,000 live births)",0.15281230211257935
841,"Population, total",0.1533120721578598
764,"Mortality rate, infant, female (per 1,000 live births)",0.15478381514549255
62,Adjusted savings: energy depletion (% of GNI),0.15564939379692078
329,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",0.15650492906570435
795,"Population ages 15-19, female (% of female population)",0.15756507217884064
1010,"Unemployment with advanced education, female (% of female labor force with advanced education)",0.1576029360294342
691,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",0.15832683444023132
206,"ICT service exports (BoP, current US$)",0.1583676040172577
462,Energy intensity level of primary energy (MJ/$2011 PPP GDP),0.15980064868927002
650,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),0.15992793440818787
995,"Labor force with advanced education, male (% of male working-age population with advanced education)",0.16097930073738098
767,"Mortality rate, under-5 (per 1,000 live births)",0.16160497069358826
624,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",0.16161009669303894
970,"Employment to population ratio, 15+, total (%) (national estimate)",0.16187895834445953
856,Prevalence of undernourishment (% of population),0.16192257404327393
667,Pregnant women receiving prenatal care (%),0.16194728016853333
614,"Adolescent fertility rate (births per 1,000 women ages 15-19)",0.16213202476501465
633,"Employers, female (% of female employment) (modeled ILO estimate)",0.16275934875011444
533,"People practicing open defecation, rural (% of rural population)",0.16350126266479492
769,"Mortality rate, under-5, male (per 1,000 live births)",0.16378872096538544
1014,"Unemployment with basic education, male (% of male labor force with basic education)",0.16656336188316345
899,Investment in transport with private participation (current US$),0.16665217280387878
911,Secure Internet servers,0.16675126552581787
656,Lifetime risk of maternal death (%),0.16826029121875763
374,"Primary education, pupils",0.17072096467018127
1040,Poverty gap at national poverty lines (%),0.17106762528419495
147,GNI per capita growth (annual %),0.17151111364364624
765,"Mortality rate, infant, male (per 1,000 live births)",0.17209301888942719
31,Land under cereal production (hectares),0.1724855899810791
286,"Transport services (% of service exports, BoP)",0.17428818345069885
174,Gross fixed capital formation (annual % growth),0.17437225580215454
772,Number of infant deaths,0.1746704876422882
872,"Specialist surgical workforce (per 100,000 population)",0.1748860478401184
313,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",0.17510521411895752
975,Female share of employment in senior and middle management (%),0.17702294886112213
314,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",0.17730256915092468
73,Adjusted savings: particulate emission damage (current US$),0.1774313747882843
422,"Secondary education, teachers, female",0.17889192700386047
81,Changes in inventories (current US$),0.17987790703773499
315,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",0.1809007227420807
636,"Employment in industry, male (% of male employment) (modeled ILO estimate)",0.18110230565071106
942,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",0.1815013587474823
986,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",0.18198040127754211
773,Number of maternal deaths,0.18242397904396057
384,"Pupil-teacher ratio, primary",0.18312996625900269
330,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",0.18333446979522705
257,"Portfolio equity, net inflows (BoP, current US$)",0.1855723112821579
1085,Insurance and financial services (% of commercial service imports),0.18628162145614624
414,"School enrollment, tertiary, male (% gross)",0.1885581910610199
988,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",0.18862365186214447
328,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",0.19012558460235596
508,CO2 intensity (kg per kg of oil equivalent energy use),0.19063082337379456
933,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",0.19090089201927185
1126,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),0.1919807642698288
606,S&P Global Equity Indices (annual % change),0.1928997039794922
802,"Population ages 20-24, female (% of female population)",0.19601643085479736
940,"Children in employment, wage workers (% of children in employment, ages 7-14)",0.1989971548318863
565,"Automated teller machines (ATMs) (per 100,000 adults)",0.1990744173526764
804,"Population ages 25-29, female (% of female population)",0.19915136694908142
905,Public private partnerships investment in transport (current US$),0.19924721121788025
796,"Population ages 15-19, male (% of male population)",0.20015962421894073
600,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",0.20145149528980255
534,"People practicing open defecation, urban (% of urban population)",0.2025488168001175
458,"Electricity production from oil, gas and coal sources (% of total)",0.20480337738990784
1165,Population in urban agglomerations of more than 1 million,0.2055475413799286
1060,Arms exports (SIPRI trend indicator values),0.20564362406730652
500,CO2 emissions from gaseous fuel consumption (kt),0.2111220359802246
578,Claims on private sector (annual growth as % of broad money),0.21296627819538116
643,Female headed households (% of households with a female head),0.21349644660949707
673,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.21473555266857147
205,"ICT service exports (% of service exports, BoP)",0.2148566097021103
868,Risk of catastrophic expenditure for surgical care (% of people at risk),0.21722173690795898
711,"Cause of death, by injury (% of total)",0.2251298725605011
473,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),0.22513094544410706
574,Claims on central government (annual growth as % of broad money),0.22607003152370453
630,"Contraceptive prevalence, any methods (% of women ages 15-49)",0.22623053193092346
923,"Average working hours of children, working only, female, ages 7-14 (hours per week)",0.22638823091983795
270,"Services, value added (annual % growth)",0.22749930620193481
528,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",0.22766998410224915
1078,Export value index (2000 = 100),0.2290061116218567
1130,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),0.22964942455291748
634,"Employers, male (% of male employment) (modeled ILO estimate)",0.22975869476795197
385,"Pupil-teacher ratio, secondary",0.23171263933181763
216,"Industry (including construction), value added (annual % growth)",0.2355041205883026
244,"Net secondary income (BoP, current US$)",0.23578786849975586
660,"Mortality rate, adult, female (per 1,000 female adults)",0.23748676478862762
411,"School enrollment, tertiary (% gross)",0.23816081881523132
34,Rural land area (sq. km),0.23882102966308594
527,Other greenhouse gas emissions (% change from 1990),0.24129898846149445
1011,"Unemployment with advanced education, male (% of male labor force with advanced education)",0.2413339614868164
108,"External debt stocks, total (DOD, current US$)",0.24312305450439453
591,"International migrant stock, total",0.24329909682273865
553,"Renewable internal freshwater resources, total (billion cubic meters)",0.24641117453575134
1001,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",0.24679531157016754
61,Adjusted savings: education expenditure (current US$),0.24928852915763855
362,"Persistence to grade 5, male (% of cohort)",0.2527989149093628
803,"Population ages 20-24, male (% of male population)",0.2531444728374481
363,"Persistence to grade 5, total (% of cohort)",0.25452661514282227
1012,Unemployment with basic education (% of total labor force with basic education),0.25652211904525757
228,"Manufacturing, value added (% of GDP)",0.2616068720817566
470,GDP per unit of energy use (PPP $ per kg of oil equivalent),0.2633470892906189
1009,Unemployment with advanced education (% of total labor force with advanced education),0.26396438479423523
361,"Persistence to grade 5, female (% of cohort)",0.264041930437088
625,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",0.2644105553627014
991,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",0.2645973861217499
994,"Labor force with advanced education, female (% of female working-age population with advanced education)",0.26575255393981934
468,Fuel exports (% of merchandise exports),0.2659575641155243
1154,"Time to export, border compliance (hours)",0.26596659421920776
964,"Employers, total (% of total employment) (modeled ILO estimate)",0.2661091685295105
715,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.26623547077178955
1062,Average time to clear exports through customs (days),0.2676370441913605
471,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),0.2683311402797699
373,"Primary education, duration (years)",0.2688276767730713
30,Land area (sq. km),0.2690120339393616
452,Electric power transmission and distribution losses (% of output),0.27244412899017334
327,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",0.27312910556793213
1132,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),0.2733623683452606
1134,Net barter terms of trade index (2000 = 100),0.27719801664352417
1163,Population in largest city,0.2778288722038269
63,Adjusted savings: energy depletion (current US$),0.2783612906932831
42,Rural poverty headcount ratio at national poverty lines (% of rural population),0.27916979789733887
226,"Interest payments on external debt (% of exports of goods, services and primary income)",0.28230661153793335
609,"Stocks traded, turnover ratio of domestic shares (%)",0.283475786447525
413,"School enrollment, tertiary, female (% gross)",0.28397583961486816
598,Net migration,0.2840731143951416
463,Energy related methane emissions (% of total),0.28518953919410706
36,Rural land area where elevation is below 5 meters (sq. km),0.28619813919067383
326,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",0.288252055644989
915,Adequacy of social insurance programs (% of total welfare of beneficiary households),0.28869885206222534
155,General government final consumption expenditure (annual % growth),0.28980302810668945
601,Private credit bureau coverage (% of adults),0.2913784682750702
573,Broad money to total reserves ratio,0.2921788692474365
941,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",0.29339441657066345
369,"Preprimary education, duration (years)",0.29786038398742676
188,Gross savings (% of GNI),0.2979390025138855
724,Completeness of total death reporting (% of reported total deaths to estimated total deaths),0.2981322109699249
877,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",0.29982656240463257
425,"Tertiary education, academic staff (% female)",0.3028080463409424
529,PFC gas emissions (thousand metric tons of CO2 equivalent),0.30454111099243164
726,"Contraceptive prevalence, modern methods (% of women ages 15-49)",0.30565589666366577
733,Diarrhea treatment (% of children under 5 who received ORS packet),0.3068521022796631
325,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",0.3096585273742676
222,"Inflation, consumer prices (annual %)",0.3105185925960541
43,Surface area (sq. km),0.3143170177936554
277,"Technical cooperation grants (BoP, current US$)",0.32379594445228577
1044,Poverty headcount ratio at national poverty lines (% of population),0.32457196712493896
1016,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",0.3266433775424957
1155,"Time to export, documentary compliance (hours)",0.32793155312538147
753,"Incidence of tuberculosis (per 100,000 people)",0.3296513259410858
587,GDP deflator: linked series (base year varies by country),0.329964280128479
862,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.3303219676017761
276,Taxes less subsidies on products (current US$),0.33951646089553833
260,"Primary income on FDI, payments (current US$)",0.3421040177345276
993,Labor force with advanced education (% of total working-age population with advanced education),0.34276083111763
754,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),0.34323036670684814
1021,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",0.3435271084308624
730,"Death rate, crude (per 1,000 people)",0.34568506479263306
2,Agricultural land (% of land area),0.3503187298774719
27,Food production index (2004-2006 = 100),0.35276222229003906
447,CO2 emissions from gaseous fuel consumption (% of total),0.3539314866065979
162,"Grants, excluding technical cooperation (BoP, current US$)",0.3541761636734009
11,Agricultural raw materials imports (% of merchandise imports),0.36016958951950073
512,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",0.36158502101898193
989,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",0.36194366216659546
1008,"Share of youth not in education, employment or training, total (% of youth population)",0.36244648694992065
29,Forest area (sq. km),0.36563003063201904
86,"Communications, computer, etc. (% of service imports, BoP)",0.3669613301753998
66,Adjusted savings: mineral depletion (current US$),0.3693414330482483
1024,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",0.3696812689304352
87,Current account balance (% of GDP),0.37206342816352844
849,"Prevalence of overweight, weight for height, male (% of children under 5)",0.3723307251930237
69,Adjusted savings: net forest depletion (current US$),0.3727354407310486
731,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),0.3730134069919586
215,"Industry (including construction), value added (% of GDP)",0.3733164966106415
1072,"Computer, communications and other services (% of commercial service imports)",0.376781702041626
1015,Unemployment with intermediate education (% of total labor force with intermediate education),0.3774755001068115
611,Total reserves (% of total external debt),0.3783830404281616
664,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),0.38068681955337524
864,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.3807894289493561
876,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",0.3824042081832886
725,Consumption of iodized salt (% of households),0.38284832239151
505,CO2 emissions from solid fuel consumption (% of total),0.38862496614456177
661,"Mortality rate, adult, male (per 1,000 male adults)",0.39021456241607666
1013,"Unemployment with basic education, female (% of female labor force with basic education)",0.3905450701713562
683,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",0.39170020818710327
592,Lending interest rate (%),0.39567816257476807
878,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",0.39731669425964355
605,"Risk premium on lending (lending rate minus treasury bill rate, %)",0.4055001437664032
602,Public credit registry coverage (% of adults),0.4131981432437897
1006,"Share of youth not in education, employment or training, female (% of female youth population)",0.41527003049850464
273,Short-term debt (% of total reserves),0.42528235912323
583,Depth of credit information index (0=low to 8=high),0.4279109537601471
1022,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",0.4341192841529846
604,Real interest rate (%),0.4347311854362488
510,Coal rents (% of GDP),0.4426053464412689
331,Expenditure on primary education (% of government expenditure on education),0.4467169940471649
1160,Travel services (% of commercial service exports),0.4501216411590576
339,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",0.4516788423061371
723,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),0.45281583070755005
629,"Condom use, population ages 15-24, male (% of males ages 15-24)",0.45467662811279297
880,Tuberculosis treatment success rate (% of new cases),0.45746517181396484
558,Total greenhouse gas emissions (% change from 1990),0.46172013878822327
341,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",0.46189945936203003
340,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",0.4628375470638275
1157,"Time to import, documentary compliance (hours)",0.4658392667770386
1032,Income share held by highest 20%,0.4705442190170288
838,"Population, female (% of total)",0.47200578451156616
847,"Prevalence of overweight, weight for height (% of children under 5)",0.47469562292099
279,Textiles and clothing (% of value added in manufacturing),0.4754912853240967
932,"Children in employment, self-employed (% of children in employment, ages 7-14)",0.4768480360507965
690,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",0.47877436876296997
1122,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",0.4832043945789337
495,CO2 emissions (kg per 2011 PPP $ of GDP),0.48988258838653564
236,"Net capital account (BoP, current US$)",0.49412810802459717
1029,GINI index (World Bank estimate),0.4965724050998688
1027,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",0.4991879463195801
1028,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",0.49987226724624634
1031,Income share held by highest 10%,0.5046945810317993
465,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",0.505039632320404
455,Electricity production from natural gas sources (% of total),0.5069078207015991
74,"Agriculture, forestry, and fishing, value added (annual % growth)",0.5069751739501953
496,CO2 emissions (kg per PPP $ of GDP),0.5087199211120605
1023,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0.5103447437286377
581,Deposit interest rate (%),0.5117983222007751
935,"Children in employment, study and work (% of children in employment, ages 7-14)",0.5152539610862732
288,"Travel services (% of service exports, BoP)",0.5155892372131348
41,Rural poverty gap at national poverty lines (%),0.5224606394767761
14,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",0.5301872491836548
39,Rural population growth (annual %),0.5306797027587891
1048,Urban poverty headcount ratio at national poverty lines (% of urban population),0.5322189331054688
110,Final consumption expenditure (annual % growth),0.5327908992767334
1115,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),0.5421562194824219
1125,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),0.5476648807525635
934,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",0.5603191256523132
708,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),0.5717451572418213
1047,Urban poverty gap at national poverty lines (%),0.5847855806350708
909,"Railways, goods transported (million ton-km)",0.586348295211792
1019,"Unemployment, male (% of male labor force) (national estimate)",0.5868531465530396
848,"Prevalence of overweight, weight for height, female (% of children under 5)",0.5875742435455322
628,"Condom use, population ages 15-24, female (% of females ages 15-24)",0.5884730815887451
739,Domestic private health expenditure (% of current health expenditure),0.6071933507919312
863,Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.6124428510665894
684,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",0.6199113130569458
386,"Pupil-teacher ratio, tertiary",0.632728099822998
21,Crop production index (2004-2006 = 100),0.6355769634246826
589,"Interest rate spread (lending rate minus deposit rate, %)",0.6445772647857666
201,Households and NPISHs Final consumption expenditure per capita growth (annual %),0.6519610285758972
1018,"Unemployment, female (% of female labor force) (national estimate)",0.6526975631713867
782,Out-of-pocket expenditure (% of current health expenditure),0.6562901735305786
127,GDP deflator (base year varies by country),0.6946333646774292
333,Expenditure on tertiary education (% of government expenditure on education),0.7050982117652893
33,Permanent cropland (% of land area),0.7124780416488647
651,Law mandates paid or unpaid maternity leave (1=yes; 0=no),0.714497447013855
494,CO2 emissions (kg per 2010 US$ of GDP),0.7190812230110168
668,"Prevalence of HIV, female (% ages 15-24)",0.7422888875007629
503,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",0.7569904327392578
46,Adjusted net national income (annual % growth),0.7721675038337708
672,Proportion of seats held by women in national parliaments (%),0.7783982753753662
424,"Secondary education, vocational pupils (% female)",0.7804535627365112
514,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),0.791451096534729
1020,"Unemployment, total (% of total labor force) (national estimate)",0.8103079795837402
713,Children (0-14) living with HIV,0.8117905259132385
56,Adjusted savings: carbon dioxide damage (% of GNI),0.8225696086883545
555,Terrestrial and marine protected areas (% of total territorial area),0.8349292278289795
842,"Prevalence of HIV, total (% of population ages 15-49)",0.8390636444091797
441,"Unemployment, female (% of female labor force) (modeled ILO estimate)",0.8479573726654053
442,"Unemployment, male (% of male labor force) (modeled ILO estimate)",0.8498557806015015
475,Natural gas rents (% of GDP),0.8503671288490295
714,Children (ages 0-14) newly infected with HIV,0.8514406681060791
502,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),0.8527987003326416
865,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),0.8642086982727051
751,Incidence of HIV (% of uninfected population ages 15-49),0.8680380582809448
443,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.8753403425216675
49,Adjusted net national income per capita (annual % growth),0.9115728139877319
16,Arable land (hectares per person),0.9182403087615967
1153,Taxes on exports (% of tax revenue),0.9281209707260132
1114,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),0.9396659135818481
195,Households and NPISHs Final consumption expenditure (annual % growth),0.9606490135192871
1127,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),0.9655903577804565
703,Adults (ages 15+) newly infected with HIV,0.9703936576843262
702,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,0.9739423990249634
669,"Prevalence of HIV, male (% ages 15-24)",1.0309017896652222
17,Arable land (hectares),1.0341603755950928
580,Consumer price index (2010 = 100),1.0890026092529297
556,Terrestrial protected areas (% of total land area),1.138350248336792
1109,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1.1628029346466064
613,Wholesale price index (2010 = 100),1.1793131828308105
662,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),1.1845974922180176
1017,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",1.3948791027069092
