,items,comp
1035,Income share held by second 20%,0.12941020727157593
740,Domestic private health expenditure per capita (current US$),0.12979723513126373
899,Investment in transport with private participation (current US$),0.12982812523841858
1069,Commercial service exports (current US$),0.12990742921829224
885,"Air transport, freight (million ton-km)",0.13175174593925476
515,HFC gas emissions (thousand metric tons of CO2 equivalent),0.1338229924440384
658,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0.1347772628068924
1060,Arms exports (SIPRI trend indicator values),0.13622835278511047
257,"Portfolio equity, net inflows (BoP, current US$)",0.13630934059619904
1167,Urban population,0.13686171174049377
859,"Prevalence of wasting, weight for height, female (% of children under 5)",0.13729649782180786
262,"Primary income receipts (BoP, current US$)",0.1388494372367859
254,"Personal remittances, received (% of GDP)",0.13889449834823608
560,Urban land area (sq. km),0.1390836238861084
857,"Prevalence of underweight, weight for age (% of children under 5)",0.13920137286186218
854,"Prevalence of stunting, height for age, female (% of children under 5)",0.13936331868171692
730,"Death rate, crude (per 1,000 people)",0.1399027705192566
867,Refugee population by country or territory of origin,0.14040255546569824
713,Children (0-14) living with HIV,0.14071524143218994
1093,"International tourism, receipts (current US$)",0.14096921682357788
600,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",0.14098885655403137
853,"Prevalence of stunting, height for age (% of children under 5)",0.14104585349559784
697,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),0.14162930846214294
253,"Personal remittances, paid (current US$)",0.14379443228244781
1095,"International tourism, receipts for travel items (current US$)",0.14490753412246704
232,"Manufacturing, value added (current LCU)",0.1452421247959137
607,"Stocks traded, total value (% of GDP)",0.14593808352947235
73,Adjusted savings: particulate emission damage (current US$),0.14599695801734924
245,Net secondary income (Net current transfers from abroad) (constant LCU),0.14717911183834076
1073,"Cost to export, border compliance (US$)",0.14728692173957825
1019,"Unemployment, male (% of male labor force) (national estimate)",0.14831916987895966
840,"Population, male (% of total)",0.14914068579673767
848,"Prevalence of overweight, weight for height, female (% of children under 5)",0.15031826496124268
892,Fixed telephone subscriptions (per 100 people),0.1507960855960846
306,"Current education expenditure, total (% of total expenditure in public institutions)",0.15114939212799072
677,"Self-employed, male (% of male employment) (modeled ILO estimate)",0.1522972136735916
53,"Adjusted net savings, excluding particulate emission damage (current US$)",0.15381887555122375
847,"Prevalence of overweight, weight for height (% of children under 5)",0.15384986996650696
487,Value lost due to electrical outages (% of sales for affected firms),0.15426543354988098
38,Rural population (% of total population),0.15427979826927185
912,Secure Internet servers (per 1 million people),0.1554075926542282
267,"Service exports (BoP, current US$)",0.15592136979103088
1008,"Share of youth not in education, employment or training, total (% of youth population)",0.15630048513412476
1169,Urban population growth (annual %),0.15648126602172852
870,Sex ratio at birth (male births per female births),0.15716670453548431
1055,Scientific and technical journal articles,0.15795587003231049
648,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",0.1605222225189209
905,Public private partnerships investment in transport (current US$),0.16266167163848877
770,Newborns protected against tetanus (%),0.16399940848350525
20,Cereal yield (kg per hectare),0.16484332084655762
901,Liner shipping connectivity index (maximum value in 2004 = 100),0.16527678072452545
1140,"Share of tariff lines with specific rates, primary products (%)",0.16532035171985626
659,"Maternal mortality ratio (national estimate, per 100,000 live births)",0.16547159850597382
933,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",0.1655052751302719
521,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",0.1659344732761383
674,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.16668729484081268
1002,"Part time employment, total (% of total employment)",0.1676727533340454
12,"Agriculture, forestry, and fishing, value added (% of GDP)",0.17005176842212677
757,"Mortality caused by road traffic injury (per 100,000 people)",0.17169013619422913
261,"Primary income payments (BoP, current US$)",0.17200282216072083
614,"Adolescent fertility rate (births per 1,000 women ages 15-19)",0.17421773076057434
384,"Pupil-teacher ratio, primary",0.17436516284942627
204,Households and NPISHs final consumption expenditure (% of GDP),0.174600288271904
766,"Mortality rate, neonatal (per 1,000 live births)",0.17583739757537842
652,Law prohibits or invalidates child or early marriage (1=yes; 0=no),0.17662937939167023
860,"Prevalence of wasting, weight for height, male (% of children under 5)",0.17679530382156372
660,"Mortality rate, adult, female (per 1,000 female adults)",0.17720085382461548
634,"Employers, male (% of male employment) (modeled ILO estimate)",0.17799852788448334
887,"Air transport, registered carrier departures worldwide",0.17835533618927002
916,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),0.17864111065864563
1076,"Cost to import, documentary compliance (US$)",0.18144524097442627
484,Renewable energy consumption (% of total final energy consumption),0.18158239126205444
1023,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0.1821044683456421
1165,Population in urban agglomerations of more than 1 million,0.18293023109436035
223,"Insurance and financial services (% of service exports, BoP)",0.18355444073677063
850,"Prevalence of severe wasting, weight for height (% of children under 5)",0.18470978736877441
1025,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",0.1862354576587677
1075,"Cost to import, border compliance (US$)",0.18661589920520782
568,Bank nonperforming loans to total gross loans (%),0.18698039650917053
869,Risk of impoverishing expenditure for surgical care (% of people at risk),0.18739867210388184
613,Wholesale price index (2010 = 100),0.1874997466802597
514,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),0.1882600337266922
814,"Population ages 5-9, female (% of female population)",0.18866778910160065
1005,"Self-employed, total (% of total employment) (modeled ILO estimate)",0.18897029757499695
944,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0.18931466341018677
1092,"International tourism, receipts (% of total exports)",0.1903761774301529
668,"Prevalence of HIV, female (% ages 15-24)",0.1930927038192749
1137,"Share of tariff lines with international peaks, primary products (%)",0.19505009055137634
1018,"Unemployment, female (% of female labor force) (national estimate)",0.19567054510116577
1021,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",0.19641649723052979
266,"Secondary income, other sectors, payments (BoP, current US$)",0.1968289464712143
85,"Communications, computer, etc. (% of service exports, BoP)",0.1972198784351349
522,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",0.19746817648410797
1024,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",0.19855064153671265
1006,"Share of youth not in education, employment or training, female (% of female youth population)",0.20366519689559937
911,Secure Internet servers,0.2061125636100769
360,"Over-age students, primary, male (% of male enrollment)",0.20649197697639465
91,Discrepancy in expenditure estimate of GDP (current LCU),0.20688089728355408
1061,Arms imports (SIPRI trend indicator values),0.20744317770004272
767,"Mortality rate, under-5 (per 1,000 live births)",0.2077043354511261
693,Women who believe a husband is justified in beating his wife when she argues with him (%),0.20777198672294617
617,"Child employment in agriculture, male (% of male economically active children ages 7-14)",0.20784494280815125
524,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",0.20806756615638733
239,Net official development assistance received (current US$),0.20943397283554077
709,"Birth rate, crude (per 1,000 people)",0.21048559248447418
743,External health expenditure (% of current health expenditure),0.2107526659965515
855,"Prevalence of stunting, height for age, male (% of children under 5)",0.2111327052116394
764,"Mortality rate, infant, female (per 1,000 live births)",0.21212437748908997
815,"Population ages 5-9, male (% of male population)",0.21220561861991882
769,"Mortality rate, under-5, male (per 1,000 live births)",0.2132052183151245
1136,"Share of tariff lines with international peaks, manufactured products (%)",0.21403546631336212
695,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),0.21457520127296448
920,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",0.2155809998512268
1097,"Lead time to import, median case (days)",0.21600544452667236
787,"Population ages 0-14, female (% of total)",0.2175043672323227
1036,Income share held by third 20%,0.21957987546920776
1043,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),0.2198060154914856
359,"Over-age students, primary, female (% of female enrollment)",0.2211512178182602
532,People practicing open defecation (% of population),0.22186675667762756
400,"School enrollment, primary, male (% gross)",0.22413092851638794
297,"Children out of school, female (% of female primary school age)",0.2260846048593521
765,"Mortality rate, infant, male (per 1,000 live births)",0.22641798853874207
443,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.22898051142692566
631,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.22976970672607422
1129,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),0.23015271127223969
706,"Age dependency ratio, young (% of working-age population)",0.23031026124954224
868,Risk of catastrophic expenditure for surgical care (% of people at risk),0.23247945308685303
794,"Population ages 10-14, male (% of male population)",0.23263323307037354
1163,Population in largest city,0.2337234616279602
922,"Average working hours of children, working only, ages 7-14 (hours per week)",0.23633986711502075
331,Expenditure on primary education (% of government expenditure on education),0.2374056726694107
552,Renewable internal freshwater resources per capita (cubic meters),0.23770982027053833
683,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",0.23841658234596252
358,"Over-age students, primary (% of enrollment)",0.2398388832807541
685,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",0.24051105976104736
1056,Technicians in R&D (per million people),0.24167539179325104
753,"Incidence of tuberculosis (per 100,000 people)",0.24177631735801697
109,Final consumption expenditure (% of GDP),0.2434646487236023
763,"Mortality rate, infant (per 1,000 live births)",0.2442825436592102
222,"Inflation, consumer prices (annual %)",0.24451510608196259
795,"Population ages 15-19, female (% of female population)",0.24710020422935486
131,GDP per capita (current LCU),0.24727129936218262
107,"External debt stocks (% of exports of goods, services and primary income)",0.248158797621727
644,"Fertility rate, total (births per woman)",0.24969522655010223
130,GDP per capita (constant LCU),0.25024887919425964
704,Age dependency ratio (% of working-age population),0.2510698437690735
146,GNI per capita (current LCU),0.2533101439476013
744,External health expenditure per capita (current US$),0.25599583983421326
1115,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),0.25609228014945984
382,"Pupil-teacher ratio, lower secondary",0.25678569078445435
843,Prevalence of anemia among children (% of children under 5),0.2608463168144226
979,"Informal employment, male (% of total non-agricultural employment)",0.2609710097312927
367,Population ages 0-14 (% of total),0.26129865646362305
216,"Industry (including construction), value added (annual % growth)",0.26310649514198303
789,"Population ages 0-14, male (% of total)",0.26555928587913513
768,"Mortality rate, under-5, female (per 1,000 live births)",0.2672886252403259
861,"Probability of dying at age 5-14 years (per 1,000 children age 5)",0.26731759309768677
309,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",0.26745107769966125
215,"Industry (including construction), value added (% of GDP)",0.26768067479133606
793,"Population ages 10-14, female (% of female population)",0.26837509870529175
181,Gross national expenditure (% of GDP),0.26962798833847046
1022,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",0.27067068219184875
145,GNI per capita (constant LCU),0.2707194983959198
296,Children out of school (% of primary school age),0.2718433737754822
483,Renewable electricity output (% of total electricity output),0.2729681134223938
492,"Annual freshwater withdrawals, total (billion cubic meters)",0.27330490946769714
682,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),0.27412962913513184
1156,"Time to import, border compliance (hours)",0.27636706829071045
978,"Informal employment, female (% of total non-agricultural employment)",0.2774759829044342
745,"External health expenditure per capita, PPP (current international $)",0.27756577730178833
1067,"Bound rate, simple mean, manufactured products (%)",0.27822884917259216
692,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.279633492231369
1040,Poverty gap at national poverty lines (%),0.2802004814147949
1135,"Share of tariff lines with international peaks, all products (%)",0.2813095152378082
791,"Population ages 0-4, female (% of female population)",0.2823859453201294
871,"Smoking prevalence, total (ages 15+)",0.28507858514785767
1074,"Cost to export, documentary compliance (US$)",0.2864202857017517
663,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),0.28730034828186035
751,Incidence of HIV (% of uninfected population ages 15-49),0.28877121210098267
378,Primary school starting age (years),0.2901515066623688
374,"Primary education, pupils",0.2969619631767273
858,"Prevalence of wasting, weight for height (% of children under 5)",0.29732272028923035
792,"Population ages 0-4, male (% of male population)",0.298084020614624
1123,Merchandise imports from economies in the Arab World (% of total merchandise imports),0.29838013648986816
936,"Children in employment, total (% of children ages 7-14)",0.29893970489501953
383,"Pupil-teacher ratio, preprimary",0.29915016889572144
849,"Prevalence of overweight, weight for height, male (% of children under 5)",0.30025428533554077
702,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,0.3016166687011719
41,Rural poverty gap at national poverty lines (%),0.3030995726585388
457,Electricity production from oil sources (% of total),0.3036542236804962
752,"Incidence of malaria (per 1,000 population at risk)",0.30511653423309326
676,"Self-employed, female (% of female employment) (modeled ILO estimate)",0.3060673773288727
533,"People practicing open defecation, rural (% of rural population)",0.30766037106513977
802,"Population ages 20-24, female (% of female population)",0.3079764246940613
567,Bank liquid reserves to bank assets ratio (%),0.3113539218902588
796,"Population ages 15-19, male (% of male population)",0.31208905577659607
754,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),0.31277352571487427
1124,Merchandise imports from high-income economies (% of total merchandise imports),0.31369954347610474
649,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),0.3142237663269043
263,"Reserves and related items (BoP, current US$)",0.31428879499435425
761,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",0.3154381513595581
1119,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),0.3159415125846863
1159,Transport services (% of commercial service imports),0.31677448749542236
632,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.32144367694854736
623,"Children in employment, male (% of male children ages 7-14)",0.32255589962005615
622,"Children in employment, female (% of female children ages 7-14)",0.3285410702228546
700,Women's share of population ages 15+ living with HIV (%),0.33087530732154846
287,"Transport services (% of service imports, BoP)",0.33103084564208984
760,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",0.33267509937286377
83,"Charges for the use of intellectual property, receipts (BoP, current US$)",0.3348885178565979
836,Population growth (annual %),0.3360278308391571
441,"Unemployment, female (% of female labor force) (modeled ILO estimate)",0.3384137749671936
308,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",0.33903074264526367
195,Households and NPISHs Final consumption expenditure (annual % growth),0.34061768651008606
698,Women who were first married by age 15 (% of women ages 20-24),0.3434433043003082
1110,Merchandise exports to economies in the Arab World (% of total merchandise exports),0.3444911539554596
28,Forest area (% of land area),0.3462124764919281
520,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",0.3465184271335602
977,Informal employment (% of total non-agricultural employment),0.3465297818183899
803,"Population ages 20-24, male (% of male population)",0.34684354066848755
8,Agricultural nitrous oxide emissions (% of total),0.34783822298049927
1044,Poverty headcount ratio at national poverty lines (% of population),0.3485651910305023
759,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",0.3518460988998413
882,Unmet need for contraception (% of married women ages 15-49),0.35284507274627686
468,Fuel exports (% of merchandise exports),0.3571869730949402
66,Adjusted savings: mineral depletion (current US$),0.35872307419776917
385,"Pupil-teacher ratio, secondary",0.3591306209564209
650,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),0.3609275817871094
758,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.3613330125808716
386,"Pupil-teacher ratio, tertiary",0.36462149024009705
1020,"Unemployment, total (% of total labor force) (national estimate)",0.36502912640571594
551,Population living in slums (% of urban population),0.3676474094390869
804,"Population ages 25-29, female (% of female population)",0.36956462264060974
72,Adjusted savings: particulate emission damage (% of GNI),0.37259578704833984
805,"Population ages 25-29, male (% of male population)",0.37734127044677734
478,Oil rents (% of GDP),0.37783029675483704
626,"Children in employment, work only, female (% of female children in employment, ages 7-14)",0.38062936067581177
762,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",0.3806396722793579
845,Prevalence of anemia among pregnant women (%),0.38283348083496094
295,"Adolescents out of school, male (% of male lower secondary school age)",0.3906041979789734
996,Labor force with basic education (% of total working-age population with basic education),0.39498311281204224
388,"Repeaters, primary, female (% of female enrollment)",0.3965149521827698
862,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.4003424644470215
234,Net ODA received (% of GNI),0.40049228072166443
304,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",0.40349775552749634
678,"Smoking prevalence, females (% of adults)",0.4060973525047302
997,"Labor force with basic education, female (% of female working-age population with basic education)",0.40744084119796753
390,"Repeaters, primary, total (% of total enrollment)",0.4081217050552368
531,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",0.41178780794143677
1015,Unemployment with intermediate education (% of total labor force with intermediate education),0.41307035088539124
627,"Children in employment, work only, male (% of male children in employment, ages 7-14)",0.4152217209339142
1154,"Time to export, border compliance (hours)",0.4168388843536377
40,Rural population living in areas where elevation is below 5 meters (% of total population),0.4215553104877472
844,Prevalence of anemia among non-pregnant women (% of women ages 15-49),0.4217744469642639
294,"Adolescents out of school, female (% of female lower secondary school age)",0.42256855964660645
863,Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.4341111183166504
673,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.4371378421783447
846,Prevalence of anemia among women of reproductive age (% of women ages 15-49),0.4376371502876282
587,GDP deflator: linked series (base year varies by country),0.4442666172981262
121,"Foreign direct investment, net outflows (% of GDP)",0.44498103857040405
293,Adolescents out of school (% of lower secondary school age),0.44572439789772034
998,"Labor force with basic education, male (% of male working-age population with basic education)",0.44853246212005615
162,"Grants, excluding technical cooperation (BoP, current US$)",0.4535093903541565
1030,Income share held by fourth 20%,0.4553845524787903
389,"Repeaters, primary, male (% of male enrollment)",0.4594395160675049
1080,Food exports (% of merchandise exports),0.4798523783683777
703,Adults (ages 15+) newly infected with HIV,0.486033171415329
943,"Children in employment, work only (% of children in employment, ages 7-14)",0.48755785822868347
665,"Part time employment, female (% of total female employment)",0.49154967069625854
42,Rural poverty headcount ratio at national poverty lines (% of rural population),0.49787965416908264
504,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),0.5012587308883667
1010,"Unemployment with advanced education, female (% of female labor force with advanced education)",0.5069367289543152
450,Delay in obtaining an electrical connection (days),0.5191309452056885
590,International migrant stock (% of population),0.5267313122749329
1017,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",0.5293305516242981
501,CO2 emissions from liquid fuel consumption (% of total),0.5312120318412781
507,CO2 emissions from transport (% of total fuel combustion),0.5313715934753418
454,Electricity production from hydroelectric sources (% of total),0.5431414246559143
756,Low-birthweight babies (% of births),0.5460412502288818
96,Exports of goods and services (annual % growth),0.5526396036148071
1071,"Computer, communications and other services (% of commercial service exports)",0.5549286007881165
534,"People practicing open defecation, urban (% of urban population)",0.5632832050323486
715,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),0.5742197632789612
10,Agricultural raw materials exports (% of merchandise exports),0.5870137214660645
1011,"Unemployment with advanced education, male (% of male labor force with advanced education)",0.6025991439819336
1048,Urban poverty headcount ratio at national poverty lines (% of urban population),0.606715202331543
581,Deposit interest rate (%),0.6106375455856323
1016,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",0.6146652698516846
1009,Unemployment with advanced education (% of total labor force with advanced education),0.6171543598175049
118,"Foreign direct investment, net (BoP, current US$)",0.6191830635070801
1117,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),0.6253565549850464
250,Other manufacturing (% of value added in manufacturing),0.6259427666664124
924,"Average working hours of children, working only, male, ages 7-14 (hours per week)",0.62794029712677
446,Alternative and nuclear energy (% of total energy use),0.6332637071609497
33,Permanent cropland (% of land area),0.6387394666671753
1081,Food imports (% of merchandise imports),0.6672412157058716
603,Real effective exchange rate index (2010 = 100),0.6697344183921814
1116,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),0.6762014627456665
463,Energy related methane emissions (% of total),0.6771941781044006
711,"Cause of death, by injury (% of total)",0.6838293075561523
580,Consumer price index (2010 = 100),0.711570680141449
594,Market capitalization of listed domestic companies (% of GDP),0.7265384793281555
1128,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),0.7323870658874512
530,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.7466893196105957
662,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),0.7678273916244507
235,Net ODA received per capita (current US$),0.7689862251281738
452,Electric power transmission and distribution losses (% of output),0.8028057813644409
564,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",0.839879035949707
716,"Community health workers (per 1,000 people)",0.9078675508499146
243,Net primary income (Net income from abroad) (current US$),0.9578491449356079
240,"Net primary income (BoP, current US$)",1.0081883668899536
527,Other greenhouse gas emissions (% change from 1990),1.116504192352295
864,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),1.1845417022705078
489,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",1.2856444120407104
880,Tuberculosis treatment success rate (% of new cases),1.4347953796386719
