,items,comp
1093,"International tourism, receipts (current US$)",0.24751929938793182
435,Trained teachers in secondary education (% of total teachers),0.24892626702785492
883,Use of insecticide-treated bed nets (% of under-5 population),0.2501094937324524
4,"Agricultural machinery, tractors",0.25106319785118103
472,Investment in energy with private participation (current US$),0.25118884444236755
261,"Primary income payments (BoP, current US$)",0.2521597743034363
1058,"Trademark applications, direct resident",0.2521774172782898
1051,"Patent applications, nonresidents",0.25315260887145996
1069,Commercial service exports (current US$),0.25337016582489014
100,Exports of goods and services (current US$),0.25340989232063293
897,"Industrial design applications, resident, by count",0.25345659255981445
904,Public private partnerships investment in energy (current US$),0.2535722851753235
113,Final consumption expenditure (current LCU),0.2537364661693573
3,Agricultural land (sq. km),0.2540193200111389
301,"Children out of school, primary, male",0.25505805015563965
788,"Population ages 0-14, male",0.25526055693626404
885,"Air transport, freight (million ton-km)",0.25590023398399353
1166,Population in urban agglomerations of more than 1 million (% of total population),0.2559393048286438
652,Law prohibits or invalidates child or early marriage (1=yes; 0=no),0.25631946325302124
777,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,0.25635457038879395
896,"Industrial design applications, nonresident, by count",0.2572692632675171
515,HFC gas emissions (thousand metric tons of CO2 equivalent),0.2573162019252777
160,"Goods exports (BoP, current US$)",0.2591364085674286
447,CO2 emissions from gaseous fuel consumption (% of total),0.25919827818870544
414,"School enrollment, tertiary, male (% gross)",0.2594078779220581
29,Forest area (sq. km),0.25971871614456177
267,"Service exports (BoP, current US$)",0.25999802350997925
260,"Primary income on FDI, payments (current US$)",0.26058638095855713
1061,Arms imports (SIPRI trend indicator values),0.26124048233032227
142,GNI (current US$),0.26179251074790955
1095,"International tourism, receipts for travel items (current US$)",0.2621190845966339
436,"Trained teachers in secondary education, female (% of female teachers)",0.26217120885849
192,Gross value added at basic prices (GVA) (constant LCU),0.26262184977531433
175,Gross fixed capital formation (constant 2010 US$),0.26331961154937744
681,"Survival to age 65, male (% of cohort)",0.26348549127578735
20,Cereal yield (kg per hectare),0.26362746953964233
754,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),0.26418420672416687
477,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),0.26441842317581177
458,"Electricity production from oil, gas and coal sources (% of total)",0.2653326392173767
773,Number of maternal deaths,0.2655682861804962
906,Public private partnerships investment in water and sanitation (current US$),0.2662898600101471
1089,"International tourism, expenditures for travel items (current US$)",0.2663523554801941
1105,Manufactures exports (% of merchandise exports),0.2668188214302063
591,"International migrant stock, total",0.26783639192581177
101,"Exports of goods, services and primary income (BoP, current US$)",0.2682234048843384
47,Adjusted net national income (constant 2010 US$),0.2695189416408539
426,Trained teachers in lower secondary education (% of total teachers),0.27059200406074524
182,Gross national expenditure (constant 2010 US$),0.27084431052207947
1002,"Part time employment, total (% of total employment)",0.27108636498451233
1055,Scientific and technical journal articles,0.27126172184944153
230,"Manufacturing, value added (constant 2010 US$)",0.27158433198928833
39,Rural population growth (annual %),0.2722596228122711
641,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",0.2724221348762512
519,Methane emissions (kt of CO2 equivalent),0.2732210159301758
178,Gross fixed capital formation (current US$),0.27322638034820557
772,Number of infant deaths,0.2742735743522644
376,"Primary education, teachers",0.27445197105407715
1050,High-technology exports (current US$),0.27451127767562866
778,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,0.27622705698013306
780,Number of under-five deaths,0.27644816040992737
626,"Children in employment, work only, female (% of female children in employment, ages 7-14)",0.27651816606521606
97,Exports of goods and services (constant 2010 US$),0.2768121361732483
518,Methane emissions (% change from 1990),0.2768954336643219
157,General government final consumption expenditure (constant LCU),0.2770363688468933
1107,Merchandise exports (current US$),0.27714860439300537
1120,Merchandise imports (current US$),0.2773646116256714
208,"Imports of goods and services (BoP, current US$)",0.2780989110469818
1001,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",0.278155118227005
111,Final consumption expenditure (constant 2010 US$),0.2789756655693054
68,Adjusted savings: net forest depletion (% of GNI),0.28056275844573975
732,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),0.28082412481307983
214,"Imports of goods, services and primary income (BoP, current US$)",0.2813589572906494
194,Gross value added at basic prices (GVA) (current US$),0.2813645601272583
165,Gross capital formation (constant 2010 US$),0.2814371585845947
1010,"Unemployment with advanced education, female (% of female labor force with advanced education)",0.28299880027770996
265,"Secondary income receipts (BoP, current US$)",0.28346797823905945
83,"Charges for the use of intellectual property, receipts (BoP, current US$)",0.2843688726425171
158,General government final consumption expenditure (current LCU),0.28487610816955566
420,"Secondary education, teachers",0.28553396463394165
1102,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),0.2855430841445923
199,Households and NPISHs Final consumption expenditure (current US$),0.2860119640827179
220,"Industry (including construction), value added (current US$)",0.2884242832660675
139,GNI (constant 2010 US$),0.28911495208740234
786,"Population ages 0-14, female",0.2892914414405823
557,Total fisheries production (metric tons),0.28964877128601074
823,"Population ages 65 and above, female",0.2896917164325714
558,Total greenhouse gas emissions (% change from 1990),0.289711058139801
152,"GNI, PPP (constant 2011 international $)",0.29017895460128784
886,"Air transport, passengers carried",0.2903801202774048
422,"Secondary education, teachers, female",0.29070401191711426
153,"GNI, PPP (current international $)",0.2911052703857422
115,Financial intermediary services indirectly Measured (FISIM) (constant LCU),0.29150745272636414
500,CO2 emissions from gaseous fuel consumption (kt),0.2923085689544678
123,GDP (constant 2010 US$),0.2936369478702545
9,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.29382896423339844
60,Adjusted savings: education expenditure (% of GNI),0.29391390085220337
217,"Industry (including construction), value added (constant 2010 US$)",0.29422158002853394
238,"Net financial account (BoP, current US$)",0.2946445941925049
183,Gross national expenditure (constant LCU),0.2948386073112488
839,"Population, male",0.29500406980514526
631,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.2950379252433777
161,"Goods imports (BoP, current US$)",0.29533064365386963
774,Number of neonatal deaths,0.2957673668861389
1106,Manufactures imports (% of merchandise imports),0.29711800813674927
114,Final consumption expenditure (current US$),0.2974153161048889
801,"Population ages 15-64, total",0.2977749705314636
31,Land under cereal production (hectares),0.2980342507362366
172,Gross domestic savings (current US$),0.2983354926109314
1094,"International tourism, receipts for passenger transport items (current US$)",0.29841524362564087
583,Depth of credit information index (0=low to 8=high),0.29858270287513733
202,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",0.2987596392631531
233,"Manufacturing, value added (current US$)",0.2989484667778015
1159,Transport services (% of commercial service imports),0.30016228556632996
203,"Households and NPISHs Final consumption expenditure, PPP (current international $)",0.3014639616012573
971,"Employment to population ratio, ages 15-24, female (%) (national estimate)",0.3017333149909973
1167,Urban population,0.3018423318862915
799,"Population ages 15-64, male",0.30223187804222107
497,CO2 emissions (kt),0.3026672303676605
75,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",0.30273014307022095
1087,"International tourism, expenditures (current US$)",0.3029429316520691
185,Gross national expenditure (current US$),0.30321067571640015
13,"Agriculture, forestry, and fishing, value added (current US$)",0.30389994382858276
343,"Labor force, total",0.3049861192703247
159,General government final consumption expenditure (current US$),0.30512547492980957
553,"Renewable internal freshwater resources, total (billion cubic meters)",0.30552244186401367
333,Expenditure on tertiary education (% of government expenditure on education),0.30555424094200134
874,"Suicide mortality rate, female (per 100,000 female population)",0.3056618571281433
274,Taxes less subsidies on products (constant LCU),0.30572375655174255
506,CO2 emissions from solid fuel consumption (kt),0.30597370862960815
168,Gross capital formation (current US$),0.3069016933441162
197,Households and NPISHs Final consumption expenditure (constant LCU),0.3079646825790405
116,Financial intermediary services indirectly Measured (FISIM) (current LCU),0.30981630086898804
206,"ICT service exports (BoP, current US$)",0.31002604961395264
95,"Exports of goods and services (BoP, current US$)",0.3106633424758911
927,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),0.31077417731285095
1121,Merchandise imports by the reporting economy (current US$),0.3122282028198242
1052,"Patent applications, residents",0.3123214840888977
911,Secure Internet servers,0.31292828917503357
776,Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.313967227935791
428,"Trained teachers in lower secondary education, male (% of male teachers)",0.31408122181892395
889,Fixed broadband subscriptions,0.3145778179168701
262,"Primary income receipts (BoP, current US$)",0.31470686197280884
448,CO2 emissions from liquid fuel consumption (kt),0.31485307216644287
559,Total greenhouse gas emissions (kt of CO2 equivalent),0.31518471240997314
627,"Children in employment, work only, male (% of male children in employment, ages 7-14)",0.31527024507522583
266,"Secondary income, other sectors, payments (BoP, current US$)",0.3165934085845947
590,International migrant stock (% of population),0.3168115019798279
191,Gross value added at basic prices (GVA) (constant 2010 US$),0.31711873412132263
970,"Employment to population ratio, 15+, total (%) (national estimate)",0.3183096945285797
827,"Population ages 65 and above, total",0.31896036863327026
1070,Commercial service imports (current US$),0.3190816640853882
657,Lifetime risk of maternal death (1 in: rate varies by country),0.3192073404788971
427,"Trained teachers in lower secondary education, female (% of female teachers)",0.31942132115364075
120,"Foreign direct investment, net inflows (BoP, current US$)",0.32178735733032227
526,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),0.3229290246963501
599,"Official exchange rate (LCU per US$, period average)",0.32306063175201416
19,Cereal production (metric tons),0.3232816457748413
790,"Population ages 0-14, total",0.3260403275489807
797,"Population ages 15-64, female",0.3272256851196289
156,General government final consumption expenditure (constant 2010 US$),0.32884469628334045
268,"Service imports (BoP, current US$)",0.3293214440345764
248,"Net trade in goods (BoP, current US$)",0.32952019572257996
287,"Transport services (% of service imports, BoP)",0.33020031452178955
698,Women who were first married by age 15 (% of women ages 20-24),0.3302370309829712
325,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",0.3325048089027405
600,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",0.3326014280319214
255,"Personal remittances, received (current US$)",0.3332708477973938
775,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.3334379196166992
256,"Personal transfers, receipts (BoP, current US$)",0.33384883403778076
102,External balance on goods and services (% of GDP),0.33455291390419006
196,Households and NPISHs Final consumption expenditure (constant 2010 US$),0.33514201641082764
570,Broad money (% of GDP),0.3359968662261963
870,Sex ratio at birth (male births per female births),0.33765721321105957
837,"Population, female",0.33839333057403564
1108,Merchandise exports by the reporting economy (current US$),0.33869749307632446
166,Gross capital formation (constant LCU),0.3399411141872406
984,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",0.34035763144493103
270,"Services, value added (annual % growth)",0.3404307961463928
841,"Population, total",0.3424532413482666
37,Rural population,0.3433612287044525
281,"Total debt service (% of exports of goods, services and primary income)",0.34344518184661865
151,"GNI, Atlas method (current US$)",0.34437400102615356
825,"Population ages 65 and above, male",0.3443872928619385
493,Aquaculture production (metric tons),0.34524422883987427
928,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),0.34660604596138
137,"GDP, PPP (current international $)",0.347322940826416
416,"Secondary education, general pupils",0.3477734923362732
473,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),0.3481241762638092
7,Agricultural methane emissions (thousand metric tons of CO2 equivalent),0.3506295680999756
961,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),0.3514447510242462
88,"Current account balance (BoP, current US$)",0.3520660400390625
423,"Secondary education, vocational pupils",0.35370704531669617
122,"Foreign direct investment, net outflows (BoP, current US$)",0.35461974143981934
216,"Industry (including construction), value added (annual % growth)",0.35511529445648193
902,Mobile cellular subscriptions,0.355416476726532
899,Investment in transport with private participation (current US$),0.35571709275245667
126,GDP (current US$),0.35976770520210266
437,"Trained teachers in secondary education, male (% of male teachers)",0.35978227853775024
108,"External debt stocks, total (DOD, current US$)",0.3616981506347656
891,Fixed telephone subscriptions,0.36294955015182495
228,"Manufacturing, value added (% of GDP)",0.3721921741962433
998,"Labor force with basic education, male (% of male working-age population with basic education)",0.3724384903907776
303,"Current education expenditure, primary (% of total expenditure in primary public institutions)",0.37459489703178406
905,Public private partnerships investment in transport (current US$),0.3754514157772064
418,"Secondary education, pupils",0.37639570236206055
985,"Labor force participation rate for ages 15-24, total (%) (national estimate)",0.3788600564002991
562,Urban land area where elevation is below 5 meters (sq. km),0.382642924785614
455,Electricity production from natural gas sources (% of total),0.38281071186065674
973,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",0.3829476833343506
1129,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),0.3835710287094116
1169,Urban population growth (annual %),0.3842282295227051
480,Ores and metals imports (% of merchandise imports),0.3856555223464966
648,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",0.3874356150627136
82,"Charges for the use of intellectual property, payments (BoP, current US$)",0.38877347111701965
431,"Trained teachers in preprimary education, male (% of male teachers)",0.3904579281806946
48,Adjusted net national income (current US$),0.39316505193710327
733,Diarrhea treatment (% of children under 5 who received ORS packet),0.39890456199645996
257,"Portfolio equity, net inflows (BoP, current US$)",0.407293438911438
620,"Child employment in services, female (% of female economically active children ages 7-14)",0.41047507524490356
561,Urban land area where elevation is below 5 meters (% of total land area),0.4111790955066681
15,Arable land (% of land area),0.41762179136276245
241,Net primary income (Net income from abroad) (constant LCU),0.41964614391326904
245,Net secondary income (Net current transfers from abroad) (constant LCU),0.42089521884918213
327,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",0.4238094687461853
27,Food production index (2004-2006 = 100),0.42708513140678406
340,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",0.42876601219177246
836,Population growth (annual %),0.4296630024909973
1116,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),0.43268999457359314
940,"Children in employment, wage workers (% of children in employment, ages 7-14)",0.4342629313468933
341,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",0.43501269817352295
619,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",0.44750016927719116
941,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",0.4476258158683777
511,Disaster risk reduction progress score (1-5 scale; 5=best),0.4480474889278412
61,Adjusted savings: education expenditure (current US$),0.44876402616500854
253,"Personal remittances, paid (current US$)",0.4530538022518158
146,GNI per capita (current LCU),0.45591306686401367
943,"Children in employment, work only (% of children in employment, ages 7-14)",0.45987609028816223
840,"Population, male (% of total)",0.46335238218307495
85,"Communications, computer, etc. (% of service exports, BoP)",0.46353912353515625
226,"Interest payments on external debt (% of exports of goods, services and primary income)",0.4639241099357605
942,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",0.4651504158973694
621,"Child employment in services, male (% of male economically active children ages 7-14)",0.466016948223114
53,"Adjusted net savings, excluding particulate emission damage (current US$)",0.48053908348083496
326,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",0.48114487528800964
145,GNI per capita (constant LCU),0.4844415783882141
1049,High-technology exports (% of manufactured exports),0.4847249388694763
988,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",0.48516708612442017
11,Agricultural raw materials imports (% of merchandise imports),0.4912460446357727
909,"Railways, goods transported (million ton-km)",0.49322643876075745
128,GDP growth (annual %),0.4933038651943207
893,ICT goods exports (% of total goods exports),0.4971325397491455
131,GDP per capita (current LCU),0.49729472398757935
59,Adjusted savings: consumption of fixed capital (current US$),0.4987626075744629
263,"Reserves and related items (BoP, current US$)",0.4990963339805603
974,"Employment to population ratio, ages 15-24, total (%) (national estimate)",0.4999452233314514
271,"Services, value added (constant 2010 US$)",0.5019628405570984
283,Total reserves minus gold (current US$),0.5028654336929321
552,Renewable internal freshwater resources per capita (cubic meters),0.5035437345504761
55,"Adjusted net savings, including particulate emission damage (current US$)",0.5087219476699829
640,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",0.5118383765220642
84,Chemicals (% of value added in manufacturing),0.5129491090774536
190,Gross savings (current US$),0.5150378942489624
635,"Employment in industry, female (% of female employment) (modeled ILO estimate)",0.5153242945671082
6,Agricultural methane emissions (% of total),0.5175379514694214
931,Child employment in services (% of economically active children ages 7-14),0.518159031867981
71,Adjusted savings: net national savings (current US$),0.5267853736877441
459,"Electricity production from renewable sources, excluding hydroelectric (% of total)",0.5298625826835632
982,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",0.5387319326400757
57,Adjusted savings: carbon dioxide damage (current US$),0.5433455109596252
968,"Employment to population ratio, 15+, male (%) (national estimate)",0.5483655333518982
1,Agricultural irrigated land (% of total agricultural land),0.5485150814056396
901,Liner shipping connectivity index (maximum value in 2004 = 100),0.5531215667724609
989,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",0.5544391870498657
130,GDP per capita (constant LCU),0.5663626194000244
282,"Total reserves (includes gold, current US$)",0.5704838037490845
1128,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),0.5757474303245544
81,Changes in inventories (current US$),0.5796231627464294
339,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",0.5818278789520264
642,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",0.5855270624160767
1110,Merchandise exports to economies in the Arab World (% of total merchandise exports),0.5887728929519653
930,Child employment in manufacturing (% of economically active children ages 7-14),0.5961148142814636
276,Taxes less subsidies on products (current US$),0.6002457141876221
894,ICT goods imports (% total goods imports),0.6023485660552979
378,Primary school starting age (years),0.610292911529541
69,Adjusted savings: net forest depletion (current US$),0.6220362186431885
923,"Average working hours of children, working only, female, ages 7-14 (hours per week)",0.6277402639389038
10,Agricultural raw materials exports (% of merchandise exports),0.6301846504211426
277,"Technical cooperation grants (BoP, current US$)",0.6320347785949707
1119,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),0.6333452463150024
63,Adjusted savings: energy depletion (current US$),0.6366112232208252
1123,Merchandise imports from economies in the Arab World (% of total merchandise imports),0.6375425457954407
504,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),0.6615614891052246
665,"Part time employment, female (% of total female employment)",0.6701356172561646
240,"Net primary income (BoP, current US$)",0.6811755895614624
618,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",0.6987650990486145
502,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),0.6993288993835449
430,"Trained teachers in preprimary education, female (% of female teachers)",0.714185357093811
17,Arable land (hectares),0.7143025398254395
66,Adjusted savings: mineral depletion (current US$),0.7189229130744934
1165,Population in urban agglomerations of more than 1 million,0.7207006216049194
1131,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),0.7221351861953735
402,"School enrollment, primary, private (% of total primary)",0.7239612340927124
963,Coverage of unemployment benefits and ALMP in richest quintile (% of population),0.7248189449310303
983,"Labor force participation rate for ages 15-24, male (%) (national estimate)",0.7419888377189636
73,Adjusted savings: particulate emission damage (current US$),0.7442156076431274
429,Trained teachers in preprimary education (% of total teachers),0.7468569278717041
525,Nitrous oxide emissions (% change from 1990),0.7513083815574646
972,"Employment to population ratio, ages 15-24, male (%) (national estimate)",0.7567552328109741
492,"Annual freshwater withdrawals, total (billion cubic meters)",0.7594609260559082
910,"Railways, passengers carried (million passenger-km)",0.7696468830108643
555,Terrestrial and marine protected areas (% of total territorial area),0.7763190269470215
530,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.7924039363861084
450,Delay in obtaining an electrical connection (days),0.7979621887207031
575,"Claims on central government, etc. (% GDP)",0.8239478468894958
864,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.854493260383606
18,Average precipitation in depth (mm per year),0.8594170808792114
410,"School enrollment, secondary, private (% of total secondary)",0.8840807676315308
1125,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),0.8988991379737854
742,Exclusive breastfeeding (% of children under 6 months),0.9089425802230835
514,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),0.916110634803772
1112,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),0.9299834966659546
243,Net primary income (Net income from abroad) (current US$),0.9439499974250793
1163,Population in largest city,0.9793820381164551
374,"Primary education, pupils",1.0082380771636963
922,"Average working hours of children, working only, ages 7-14 (hours per week)",1.0113471746444702
229,"Manufacturing, value added (annual % growth)",1.1308374404907227
1118,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),1.1971515417099
884,Vitamin A supplementation coverage rate (% of children ages 6-59 months),1.3309245109558105
924,"Average working hours of children, working only, male, ages 7-14 (hours per week)",1.402292251586914
