,items,comp
72,Adjusted savings: particulate emission damage (% of GNI),0.09023520350456238
905,Public private partnerships investment in transport (current US$),0.09051728993654251
818,"Population ages 55-59, female (% of female population)",0.09102027118206024
1009,Unemployment with advanced education (% of total labor force with advanced education),0.0913470983505249
110,Final consumption expenditure (annual % growth),0.09194690734148026
631,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.09214313328266144
977,Informal employment (% of total non-agricultural employment),0.09250935912132263
915,Adequacy of social insurance programs (% of total welfare of beneficiary households),0.09303092956542969
1067,"Bound rate, simple mean, manufactured products (%)",0.09329911321401596
1005,"Self-employed, total (% of total employment) (modeled ILO estimate)",0.09400847554206848
200,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),0.09458871930837631
257,"Portfolio equity, net inflows (BoP, current US$)",0.09529189020395279
1092,"International tourism, receipts (% of total exports)",0.09637412428855896
838,"Population, female (% of total)",0.09680691361427307
734,Domestic general government health expenditure (% of GDP),0.09729006886482239
352,"Lower secondary completion rate, male (% of relevant age group)",0.09764103591442108
677,"Self-employed, male (% of male employment) (modeled ILO estimate)",0.09792551398277283
817,"Population ages 50-54, male (% of male population)",0.09815515577793121
484,Renewable energy consumption (% of total final energy consumption),0.09857145696878433
45,"2005 PPP conversion factor, private consumption (LCU per international $)",0.09858998656272888
465,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",0.09886892139911652
762,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",0.09903270751237869
870,Sex ratio at birth (male births per female births),0.10011787712574005
587,GDP deflator: linked series (base year varies by country),0.10020340234041214
308,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",0.10140559077262878
306,"Current education expenditure, total (% of total expenditure in public institutions)",0.10236635059118271
381,"Progression to secondary school, male (%)",0.10288438200950623
1040,Poverty gap at national poverty lines (%),0.1046915352344513
122,"Foreign direct investment, net outflows (BoP, current US$)",0.10537679493427277
481,Pump price for diesel fuel (US$ per liter),0.10629470646381378
1056,Technicians in R&D (per million people),0.1080889031291008
304,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",0.10810446739196777
882,Unmet need for contraception (% of married women ages 15-49),0.10815997421741486
686,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",0.10850447416305542
854,"Prevalence of stunting, height for age, female (% of children under 5)",0.1089625358581543
379,Progression to secondary school (%),0.10917136818170547
999,Labor force with intermediate education (% of total working-age population with intermediate education),0.10998836159706116
737,Domestic general government health expenditure per capita (current US$),0.11042862385511398
380,"Progression to secondary school, female (%)",0.11120980978012085
1144,"Tariff rate, applied, weighted mean, all products (%)",0.11154156178236008
577,Claims on other sectors of the domestic economy (annual growth as % of broad money),0.11170416325330734
296,Children out of school (% of primary school age),0.11290686577558517
414,"School enrollment, tertiary, male (% gross)",0.1133292019367218
82,"Charges for the use of intellectual property, payments (BoP, current US$)",0.11371766030788422
309,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",0.11374174803495407
820,"Population ages 60-64, female (% of female population)",0.11406844854354858
729,"Current health expenditure per capita, PPP (current international $)",0.1153801754117012
576,Claims on other sectors of the domestic economy (% of GDP),0.11672555655241013
926,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.11767902225255966
1106,Manufactures imports (% of merchandise imports),0.11923284083604813
632,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",0.11924459040164948
994,"Labor force with advanced education, female (% of female working-age population with advanced education)",0.11938638985157013
819,"Population ages 55-59, male (% of male population)",0.12015345692634583
728,Current health expenditure per capita (current US$),0.12110371887683868
1151,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",0.12147402763366699
671,"Prevalence of underweight, weight for age, male (% of children under 5)",0.12242147326469421
1110,Merchandise exports to economies in the Arab World (% of total merchandise exports),0.12414374947547913
443,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.12519052624702454
949,Coverage of social insurance programs in poorest quintile (% of population),0.12731847167015076
864,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.12937869131565094
670,"Prevalence of underweight, weight for age, female (% of children under 5)",0.13458546996116638
195,Households and NPISHs Final consumption expenditure (annual % growth),0.13503479957580566
1085,Insurance and financial services (% of commercial service imports),0.13553375005722046
108,"External debt stocks, total (DOD, current US$)",0.13950616121292114
520,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",0.14203891158103943
832,"Population ages 75-79, female (% of female population)",0.14246799051761627
835,"Population ages 80 and above, male (% of male population)",0.14274625480175018
824,"Population ages 65 and above, female (% of total)",0.14310425519943237
874,"Suicide mortality rate, female (per 100,000 female population)",0.1445978283882141
1063,"Binding coverage, all products (%)",0.14614012837409973
821,"Population ages 60-64, male (% of male population)",0.14926330745220184
877,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",0.1495719850063324
920,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",0.1506042331457138
738,"Domestic general government health expenditure per capita, PPP (current international $)",0.15273921191692352
1064,"Binding coverage, manufactured products (%)",0.1545637845993042
579,"Commercial bank branches (per 100,000 adults)",0.15468467772006989
758,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",0.1556461900472641
235,Net ODA received per capita (current US$),0.1562846601009369
533,"People practicing open defecation, rural (% of rural population)",0.15660534799098969
1023,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0.15678219497203827
1002,"Part time employment, total (% of total employment)",0.15712325274944305
857,"Prevalence of underweight, weight for age (% of children under 5)",0.1576017439365387
745,"External health expenditure per capita, PPP (current international $)",0.1581299901008606
89,DEC alternative conversion factor (LCU per US$),0.1584935486316681
761,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",0.15875598788261414
743,External health expenditure (% of current health expenditure),0.15887528657913208
822,Population ages 65 and above (% of total),0.15998922288417816
727,Current health expenditure (% of GDP),0.1614038646221161
939,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",0.1617201417684555
1162,Population density (people per sq. km of land area),0.1621539294719696
830,"Population ages 70-74, female (% of female population)",0.16347447037696838
828,"Population ages 65-69, female (% of female population)",0.1635930836200714
521,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",0.1641436517238617
626,"Children in employment, work only, female (% of female children in employment, ages 7-14)",0.1672029197216034
740,Domestic private health expenditure per capita (current US$),0.16898462176322937
1104,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),0.16918419301509857
855,"Prevalence of stunting, height for age, male (% of children under 5)",0.1705840677022934
469,Fuel imports (% of merchandise imports),0.17066475749015808
705,"Age dependency ratio, old (% of working-age population)",0.17114952206611633
826,"Population ages 65 and above, male (% of total)",0.1737358272075653
1103,Logistics performance index: Overall (1=low to 5=high),0.17426806688308716
164,Gross capital formation (annual % growth),0.17518216371536255
833,"Population ages 75-79, male (% of male population)",0.17850403487682343
1044,Poverty headcount ratio at national poverty lines (% of population),0.179423987865448
946,Coverage of social insurance programs in 2nd quintile (% of population),0.1794346123933792
759,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",0.18027999997138977
269,"Services, value added (% of GDP)",0.18070384860038757
511,Disaster risk reduction progress score (1-5 scale; 5=best),0.18218094110488892
302,"Compulsory education, duration (years)",0.18253208696842194
106,External debt stocks (% of GNI),0.18297238647937775
48,Adjusted net national income (current US$),0.18346007168293
853,"Prevalence of stunting, height for age (% of children under 5)",0.18346214294433594
883,Use of insecticide-treated bed nets (% of under-5 population),0.18423184752464294
834,"Population ages 80 and above, female (% of female population)",0.1853209286928177
831,"Population ages 70-74, male (% of male population)",0.1855088770389557
263,"Reserves and related items (BoP, current US$)",0.18571944534778595
829,"Population ages 65-69, male (% of male population)",0.18814605474472046
285,Trade in services (% of GDP),0.190149188041687
1099,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),0.1907607913017273
1049,High-technology exports (% of manufactured exports),0.1914033740758896
741,"Domestic private health expenditure per capita, PPP (current international $)",0.1919160932302475
945,Coverage of social insurance programs (% of population),0.1924866884946823
684,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",0.19397862255573273
1098,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),0.19467982649803162
880,Tuberculosis treatment success rate (% of new cases),0.19468176364898682
1065,"Binding coverage, primary products (%)",0.1946970522403717
943,"Children in employment, work only (% of children in employment, ages 7-14)",0.19603660702705383
224,"Insurance and financial services (% of service imports, BoP)",0.19665604829788208
1078,Export value index (2000 = 100),0.19766701757907867
713,Children (0-14) living with HIV,0.19831044971942902
1100,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),0.19855737686157227
283,Total reserves minus gold (current US$),0.1987762749195099
649,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),0.19879509508609772
641,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",0.1995585858821869
504,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),0.2000342309474945
650,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),0.2002219557762146
1022,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",0.20190978050231934
645,Firms with female participation in ownership (% of firms),0.20270690321922302
851,"Prevalence of severe wasting, weight for height, female (% of children under 5)",0.2027314305305481
698,Women who were first married by age 15 (% of women ages 20-24),0.2045675814151764
580,Consumer price index (2010 = 100),0.20583075284957886
674,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",0.20741750299930573
442,"Unemployment, male (% of male labor force) (modeled ILO estimate)",0.20780602097511292
105,External balance on goods and services (current US$),0.2101065069437027
147,GNI per capita growth (annual %),0.2108180820941925
752,"Incidence of malaria (per 1,000 population at risk)",0.21166445314884186
893,ICT goods exports (% of total goods exports),0.21172800660133362
49,Adjusted net national income per capita (annual % growth),0.21175765991210938
1102,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),0.21252936124801636
850,"Prevalence of severe wasting, weight for height (% of children under 5)",0.2151373326778412
249,"Net trade in goods and services (BoP, current US$)",0.21519599854946136
248,"Net trade in goods (BoP, current US$)",0.2168838381767273
707,Antiretroviral therapy coverage (% of people living with HIV),0.2172224521636963
523,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",0.21871936321258545
532,People practicing open defecation (% of population),0.21906033158302307
714,Children (ages 0-14) newly infected with HIV,0.21983292698860168
1019,"Unemployment, male (% of male labor force) (national estimate)",0.22078010439872742
879,"Tuberculosis case detection rate (%, all forms)",0.2216443419456482
592,Lending interest rate (%),0.22216574847698212
530,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.2247949242591858
861,"Probability of dying at age 5-14 years (per 1,000 children age 5)",0.22626455128192902
948,Coverage of social insurance programs in 4th quintile (% of population),0.2285986840724945
1111,Merchandise exports to high-income economies (% of total merchandise exports),0.22937533259391785
601,Private credit bureau coverage (% of adults),0.22979885339736938
916,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),0.23114722967147827
980,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",0.2319759726524353
852,"Prevalence of severe wasting, weight for height, male (% of children under 5)",0.23289012908935547
226,"Interest payments on external debt (% of exports of goods, services and primary income)",0.23401223123073578
223,"Insurance and financial services (% of service exports, BoP)",0.2340368628501892
848,"Prevalence of overweight, weight for height, female (% of children under 5)",0.2362833321094513
517,Marine protected areas (% of territorial waters),0.23745271563529968
81,Changes in inventories (current US$),0.23808643221855164
490,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",0.2384408563375473
186,Gross national expenditure deflator (base year varies by country),0.23956352472305298
922,"Average working hours of children, working only, ages 7-14 (hours per week)",0.2432766854763031
860,"Prevalence of wasting, weight for height, male (% of children under 5)",0.24459177255630493
20,Cereal yield (kg per hectare),0.24504953622817993
118,"Foreign direct investment, net (BoP, current US$)",0.24908940494060516
512,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",0.2505263686180115
859,"Prevalence of wasting, weight for height, female (% of children under 5)",0.25081107020378113
1001,"Labor force with intermediate education, male (% of male working-age population with intermediate education)",0.2512778639793396
38,Rural population (% of total population),0.2518284022808075
1016,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",0.25369539856910706
584,Domestic credit provided by financial sector (% of GDP),0.2537190020084381
18,Average precipitation in depth (mm per year),0.254706472158432
695,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),0.25482940673828125
227,Machinery and transport equipment (% of value added in manufacturing),0.2582201063632965
973,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",0.25891631841659546
15,Arable land (% of land area),0.2595832347869873
692,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.25988683104515076
642,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",0.2609213590621948
894,ICT goods imports (% total goods imports),0.2617826461791992
60,Adjusted savings: education expenditure (% of GNI),0.2637310326099396
181,Gross national expenditure (% of GDP),0.26386865973472595
696,Women who believe a husband is justified in beating his wife when she neglects the children (%),0.2653016448020935
618,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",0.26736730337142944
1020,"Unemployment, total (% of total labor force) (national estimate)",0.26756736636161804
453,Electricity production from coal sources (% of total),0.26766014099121094
209,Imports of goods and services (annual % growth),0.26789921522140503
730,"Death rate, crude (per 1,000 people)",0.26958221197128296
950,Coverage of social insurance programs in richest quintile (% of population),0.2714982032775879
1138,"Share of tariff lines with specific rates, all products (%)",0.2790483236312866
947,Coverage of social insurance programs in 3rd quintile (% of population),0.2802324891090393
5,"Agricultural machinery, tractors per 100 sq. km of arable land",0.281165212392807
456,Electricity production from nuclear sources (% of total),0.2840307354927063
1140,"Share of tariff lines with specific rates, primary products (%)",0.2844637334346771
898,Investment in ICT with private participation (current US$),0.2885502576828003
1034,Income share held by lowest 20%,0.28871938586235046
1033,Income share held by lowest 10%,0.2931172251701355
678,"Smoking prevalence, females (% of adults)",0.29500871896743774
281,"Total debt service (% of exports of goods, services and primary income)",0.29518088698387146
386,"Pupil-teacher ratio, tertiary",0.29591771960258484
693,Women who believe a husband is justified in beating his wife when she argues with him (%),0.2973206341266632
1071,"Computer, communications and other services (% of commercial service exports)",0.29777848720550537
923,"Average working hours of children, working only, female, ages 7-14 (hours per week)",0.298240065574646
858,"Prevalence of wasting, weight for height (% of children under 5)",0.299929678440094
606,S&P Global Equity Indices (annual % change),0.3012540340423584
204,Households and NPISHs final consumption expenditure (% of GDP),0.3014727532863617
374,"Primary education, pupils",0.3023017346858978
942,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",0.30413857102394104
16,Arable land (hectares per person),0.306297242641449
992,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",0.3088814616203308
525,Nitrous oxide emissions (% change from 1990),0.30914217233657837
476,Nitrous oxide emissions in energy sector (% of total),0.3107292354106903
604,Real interest rate (%),0.3131867051124573
1079,Export volume index (2000 = 100),0.31954535841941833
109,Final consumption expenditure (% of GDP),0.3236331343650818
234,Net ODA received (% of GNI),0.3243400752544403
282,"Total reserves (includes gold, current US$)",0.32600072026252747
66,Adjusted savings: mineral depletion (current US$),0.3283727765083313
984,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",0.32957735657691956
600,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",0.3301650285720825
1035,Income share held by second 20%,0.33032116293907166
598,Net migration,0.3351826071739197
508,CO2 intensity (kg per kg of oil equivalent energy use),0.33689433336257935
446,Alternative and nuclear energy (% of total energy use),0.3371257781982422
251,"PPP conversion factor, GDP (LCU per international $)",0.338173508644104
252,"PPP conversion factor, private consumption (LCU per international $)",0.34166762232780457
491,"Annual freshwater withdrawals, total (% of internal resources)",0.3449971675872803
119,"Foreign direct investment, net inflows (% of GDP)",0.3454875946044922
564,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",0.3455054759979248
940,"Children in employment, wage workers (% of children in employment, ages 7-14)",0.3512624502182007
694,Women who believe a husband is justified in beating his wife when she burns the food (%),0.3530908524990082
63,Adjusted savings: energy depletion (current US$),0.3570669889450073
1165,Population in urban agglomerations of more than 1 million,0.35751575231552124
121,"Foreign direct investment, net outflows (% of GDP)",0.3575214147567749
378,Primary school starting age (years),0.36062678694725037
744,External health expenditure per capita (current US$),0.36610960960388184
503,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",0.36732298135757446
1163,Population in largest city,0.3714321255683899
236,"Net capital account (BoP, current US$)",0.3727191686630249
463,Energy related methane emissions (% of total),0.38119763135910034
665,"Part time employment, female (% of total female employment)",0.3827550411224365
581,Deposit interest rate (%),0.3875513970851898
697,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),0.3944453001022339
2,Agricultural land (% of land area),0.3963202238082886
1115,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),0.39969661831855774
513,Forest rents (% of GDP),0.403128981590271
69,Adjusted savings: net forest depletion (current US$),0.410258412361145
1015,Unemployment with intermediate education (% of total labor force with intermediate education),0.41033875942230225
910,"Railways, passengers carried (million passenger-km)",0.41391950845718384
333,Expenditure on tertiary education (% of government expenditure on education),0.4170095920562744
1036,Income share held by third 20%,0.41922974586486816
479,Ores and metals exports (% of merchandise exports),0.42193835973739624
492,"Annual freshwater withdrawals, total (billion cubic meters)",0.42335066199302673
716,"Community health workers (per 1,000 people)",0.427495539188385
982,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",0.42925968766212463
746,Female genital mutilation prevalence (%),0.43035897612571716
1105,Manufactures exports (% of merchandise exports),0.4324394464492798
911,Secure Internet servers,0.4326159954071045
534,"People practicing open defecation, urban (% of urban population)",0.433362752199173
59,Adjusted savings: consumption of fixed capital (current US$),0.43640750646591187
174,Gross fixed capital formation (annual % growth),0.44383591413497925
918,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),0.4542902708053589
924,"Average working hours of children, working only, male, ages 7-14 (hours per week)",0.4600293040275574
271,"Services, value added (constant 2010 US$)",0.4674638509750366
71,Adjusted savings: net national savings (current US$),0.4706459045410156
190,Gross savings (current US$),0.4722403883934021
57,Adjusted savings: carbon dioxide damage (current US$),0.4760173559188843
55,"Adjusted net savings, including particulate emission damage (current US$)",0.48112863302230835
573,Broad money to total reserves ratio,0.48217618465423584
42,Rural poverty headcount ratio at national poverty lines (% of rural population),0.48392459750175476
61,Adjusted savings: education expenditure (current US$),0.49675217270851135
941,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",0.49738237261772156
73,Adjusted savings: particulate emission damage (current US$),0.509404718875885
702,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,0.5111773014068604
1124,Merchandise imports from high-income economies (% of total merchandise imports),0.5200287103652954
53,"Adjusted net savings, excluding particulate emission damage (current US$)",0.5295416116714478
84,Chemicals (% of value added in manufacturing),0.5343628525733948
561,Urban land area where elevation is below 5 meters (% of total land area),0.5401473045349121
85,"Communications, computer, etc. (% of service exports, BoP)",0.5494093298912048
901,Liner shipping connectivity index (maximum value in 2004 = 100),0.5566403269767761
41,Rural poverty gap at national poverty lines (%),0.5677544474601746
462,Energy intensity level of primary energy (MJ/$2011 PPP GDP),0.5812940001487732
1017,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",0.586158275604248
461,"Energy imports, net (% of energy use)",0.5920417308807373
609,"Stocks traded, turnover ratio of domestic shares (%)",0.6124898791313171
703,Adults (ages 15+) newly infected with HIV,0.6171220541000366
1030,Income share held by fourth 20%,0.6247451305389404
1047,Urban poverty gap at national poverty lines (%),0.6367853879928589
909,"Railways, goods transported (million ton-km)",0.6540200710296631
989,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",0.658197283744812
68,Adjusted savings: net forest depletion (% of GNI),0.6671744585037231
337,"Government expenditure per student, secondary (% of GDP per capita)",0.6734533309936523
574,Claims on central government (annual growth as % of broad money),0.6784044504165649
33,Permanent cropland (% of land area),0.6915171146392822
1109,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",0.7050952911376953
276,Taxes less subsidies on products (current US$),0.738057017326355
1084,Insurance and financial services (% of commercial service exports),0.7784371972084045
489,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",0.7799625992774963
1048,Urban poverty headcount ratio at national poverty lines (% of urban population),0.7908686995506287
1153,Taxes on exports (% of tax revenue),0.8529748916625977
39,Rural population growth (annual %),0.8983609080314636
273,Short-term debt (% of total reserves),0.9163252115249634
107,"External debt stocks (% of exports of goods, services and primary income)",0.9250844717025757
272,"Short-term debt (% of exports of goods, services and primary income)",1.0799517631530762
17,Arable land (hectares),1.1102232933044434
1128,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),1.1287329196929932
673,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1.3699625730514526
575,"Claims on central government, etc. (% GDP)",1.5291566848754883
