,items,comp
837,"Population, female",0.08213198930025101
179,"Gross fixed capital formation, private sector (% of GDP)",0.08300121128559113
184,Gross national expenditure (current LCU),0.08338697254657745
582,"Depositors with commercial banks (per 1,000 adults)",0.08496361970901489
379,Progression to secondary school (%),0.08616475760936737
887,"Air transport, registered carrier departures worldwide",0.08629964292049408
37,Rural population,0.08654873818159103
141,GNI (current LCU),0.08669225871562958
461,"Energy imports, net (% of energy use)",0.08670166879892349
1147,"Tariff rate, most favored nation, simple mean, all products (%)",0.08691132068634033
448,CO2 emissions from liquid fuel consumption (kt),0.08720836043357849
134,"GDP per capita, PPP (constant 2011 international $)",0.08730839937925339
1035,Income share held by second 20%,0.08735443651676178
1142,"Tariff rate, applied, simple mean, manufactured products (%)",0.08743229508399963
113,Final consumption expenditure (current LCU),0.08771875500679016
1078,Export value index (2000 = 100),0.08791572600603104
830,"Population ages 70-74, female (% of female population)",0.08812364935874939
916,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),0.08847984671592712
922,"Average working hours of children, working only, ages 7-14 (hours per week)",0.08875779062509537
770,Newborns protected against tetanus (%),0.08884131908416748
774,Number of neonatal deaths,0.0891149491071701
966,Employment in services (% of total employment) (modeled ILO estimate),0.08966588228940964
910,"Railways, passengers carried (million passenger-km)",0.09017761051654816
1052,"Patent applications, residents",0.09040100127458572
429,Trained teachers in preprimary education (% of total teachers),0.09082680940628052
1141,"Tariff rate, applied, simple mean, all products (%)",0.09083161503076553
124,GDP (constant LCU),0.09138256311416626
811,"Population ages 40-44, male (% of male population)",0.09226962924003601
3,Agricultural land (sq. km),0.09272298961877823
940,"Children in employment, wage workers (% of children in employment, ages 7-14)",0.09327951818704605
269,"Services, value added (% of GDP)",0.09344583004713058
19,Cereal production (metric tons),0.0952216237783432
775,Number of people pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.0964273065328598
554,SF6 gas emissions (thousand metric tons of CO2 equivalent),0.09789383411407471
607,"Stocks traded, total value (% of GDP)",0.09802255779504776
634,"Employers, male (% of male employment) (modeled ILO estimate)",0.09873198717832565
26,Fertilizer consumption (kilograms per hectare of arable land),0.09898047894239426
263,"Reserves and related items (BoP, current US$)",0.0991721898317337
202,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",0.10004841536283493
169,Gross domestic income (constant LCU),0.10023249685764313
488,Access to clean fuels and technologies for cooking (% of population),0.10056009888648987
103,External balance on goods and services (constant LCU),0.10092629492282867
183,Gross national expenditure (constant LCU),0.10274550318717957
247,Net secondary income (Net current transfers from abroad) (current US$),0.10275939106941223
536,"People using at least basic drinking water services, rural (% of rural population)",0.1028832346200943
586,Domestic credit to private sector by banks (% of GDP),0.10321813821792603
712,"Cause of death, by non-communicable diseases (% of total)",0.10474972426891327
535,People using at least basic drinking water services (% of population),0.10508986562490463
451,Electric power consumption (kWh per capita),0.10524717718362808
245,Net secondary income (Net current transfers from abroad) (constant LCU),0.10567353665828705
380,"Progression to secondary school, female (%)",0.10618051141500473
882,Unmet need for contraception (% of married women ages 15-49),0.10687504708766937
695,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),0.10692708194255829
585,Domestic credit to private sector (% of GDP),0.10704335570335388
1148,"Tariff rate, most favored nation, simple mean, manufactured products (%)",0.1071343943476677
654,"Life expectancy at birth, female (years)",0.1076149046421051
595,Market capitalization of listed domestic companies (current US$),0.10874319821596146
701,ARI treatment (% of children under 5 taken to a health provider),0.10935410857200623
825,"Population ages 65 and above, male",0.11148197948932648
845,Prevalence of anemia among pregnant women (%),0.11242625117301941
232,"Manufacturing, value added (current LCU)",0.11248694360256195
218,"Industry (including construction), value added (constant LCU)",0.11298002302646637
323,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",0.11305771768093109
10,Agricultural raw materials exports (% of merchandise exports),0.11374799907207489
157,General government final consumption expenditure (constant LCU),0.11417131125926971
896,"Industrial design applications, nonresident, by count",0.11474218964576721
629,"Condom use, population ages 15-24, male (% of males ages 15-24)",0.11490906029939651
381,"Progression to secondary school, male (%)",0.1149127259850502
961,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),0.11508961021900177
783,Out-of-pocket expenditure per capita (current US$),0.11606870591640472
293,Adolescents out of school (% of lower secondary school age),0.11622798442840576
776,Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,0.11669115722179413
858,"Prevalence of wasting, weight for height (% of children under 5)",0.11707872897386551
1117,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),0.11786696314811707
309,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",0.11840908229351044
257,"Portfolio equity, net inflows (BoP, current US$)",0.11846669018268585
18,Average precipitation in depth (mm per year),0.11847179383039474
741,"Domestic private health expenditure per capita, PPP (current international $)",0.11888556182384491
112,Final consumption expenditure (constant LCU),0.11889564990997314
673,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",0.11990337073802948
648,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",0.12117473781108856
1157,"Time to import, documentary compliance (hours)",0.12202402204275131
532,People practicing open defecation (% of population),0.12375058233737946
515,HFC gas emissions (thousand metric tons of CO2 equivalent),0.12674203515052795
158,General government final consumption expenditure (current LCU),0.126766175031662
447,CO2 emissions from gaseous fuel consumption (% of total),0.12782476842403412
89,DEC alternative conversion factor (LCU per US$),0.12861379981040955
54,"Adjusted net savings, including particulate emission damage (% of GNI)",0.12901020050048828
779,"Number of surgical procedures (per 100,000 population)",0.12912262976169586
755,"Life expectancy at birth, total (years)",0.12987104058265686
948,Coverage of social insurance programs in 4th quintile (% of population),0.13092350959777832
950,Coverage of social insurance programs in richest quintile (% of population),0.13093267381191254
852,"Prevalence of severe wasting, weight for height, male (% of children under 5)",0.13126781582832336
576,Claims on other sectors of the domestic economy (% of GDP),0.13174442946910858
83,"Charges for the use of intellectual property, receipts (BoP, current US$)",0.1318056434392929
584,Domestic credit provided by financial sector (% of GDP),0.13217085599899292
239,Net official development assistance received (current US$),0.13350901007652283
851,"Prevalence of severe wasting, weight for height, female (% of children under 5)",0.13441896438598633
456,Electricity production from nuclear sources (% of total),0.13580630719661713
66,Adjusted savings: mineral depletion (current US$),0.13586312532424927
748,"Immunization, DPT (% of children ages 12-23 months)",0.13793770968914032
1168,Urban population (% of total),0.1381097286939621
720,"Completeness of birth registration, rural (%)",0.13892517983913422
265,"Secondary income receipts (BoP, current US$)",0.14149130880832672
32,Livestock production index (2004-2006 = 100),0.14517226815223694
945,Coverage of social insurance programs (% of population),0.14577656984329224
281,"Total debt service (% of exports of goods, services and primary income)",0.14588114619255066
244,"Net secondary income (BoP, current US$)",0.1460307091474533
784,"Out-of-pocket expenditure per capita, PPP (current international $)",0.14605778455734253
996,Labor force with basic education (% of total working-age population with basic education),0.14699821174144745
284,Trade (% of GDP),0.14878366887569427
369,"Preprimary education, duration (years)",0.1494237780570984
885,"Air transport, freight (million ton-km)",0.14956939220428467
1014,"Unemployment with basic education, male (% of male labor force with basic education)",0.15071982145309448
287,"Transport services (% of service imports, BoP)",0.15072542428970337
96,Exports of goods and services (annual % growth),0.15255126357078552
850,"Prevalence of severe wasting, weight for height (% of children under 5)",0.15410828590393066
256,"Personal transfers, receipts (BoP, current US$)",0.15453234314918518
665,"Part time employment, female (% of total female employment)",0.15544657409191132
306,"Current education expenditure, total (% of total expenditure in public institutions)",0.15743401646614075
1150,"Tariff rate, most favored nation, weighted mean, all products (%)",0.1574961245059967
446,Alternative and nuclear energy (% of total energy use),0.16068187355995178
631,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",0.1615748405456543
675,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),0.16208408772945404
947,Coverage of social insurance programs in 3rd quintile (% of population),0.16284291446208954
930,Child employment in manufacturing (% of economically active children ages 7-14),0.16399425268173218
266,"Secondary income, other sectors, payments (BoP, current US$)",0.16423699259757996
808,"Population ages 35-39, female (% of female population)",0.1676701307296753
533,"People practicing open defecation, rural (% of rural population)",0.16773661971092224
735,Domestic general government health expenditure (% of current health expenditure),0.1678427904844284
468,Fuel exports (% of merchandise exports),0.1680659055709839
444,Access to electricity (% of population),0.17277362942695618
746,Female genital mutilation prevalence (%),0.17383356392383575
450,Delay in obtaining an electrical connection (days),0.1741243451833725
721,"Completeness of birth registration, urban (%)",0.17421174049377441
1007,"Share of youth not in education, employment or training, male (% of male youth population)",0.1742667704820633
844,Prevalence of anemia among non-pregnant women (% of women ages 15-49),0.176176518201828
224,"Insurance and financial services (% of service imports, BoP)",0.17674848437309265
204,Households and NPISHs final consumption expenditure (% of GDP),0.17799335718154907
925,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),0.18004167079925537
976,GDP per person employed (constant 2011 PPP $),0.18139824271202087
846,Prevalence of anemia among women of reproductive age (% of women ages 15-49),0.18176916241645813
619,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",0.1818310022354126
760,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",0.1820088028907776
866,Refugee population by country or territory of asylum,0.18228283524513245
1109,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",0.18491646647453308
430,"Trained teachers in preprimary education, female (% of female teachers)",0.18599840998649597
52,"Adjusted net savings, excluding particulate emission damage (% of GNI)",0.1869809925556183
680,"Survival to age 65, female (% of cohort)",0.18709155917167664
1036,Income share held by third 20%,0.18838781118392944
965,Employment in industry (% of total employment) (modeled ILO estimate),0.1891477108001709
717,Completeness of birth registration (%),0.1908968687057495
0,"Access to electricity, rural (% of rural population)",0.19276554882526398
1113,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),0.1930486261844635
946,Coverage of social insurance programs in 2nd quintile (% of population),0.1940304934978485
264,"Revenue, excluding grants (% of GDP)",0.19745364785194397
431,"Trained teachers in preprimary education, male (% of male teachers)",0.2001112699508667
154,General government final consumption expenditure (% of GDP),0.20178471505641937
809,"Population ages 35-39, male (% of male population)",0.20543831586837769
72,Adjusted savings: particulate emission damage (% of GNI),0.20569811761379242
467,Fossil fuel energy consumption (% of total),0.20592784881591797
926,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),0.20649665594100952
1074,"Cost to export, documentary compliance (US$)",0.20660586655139923
336,"Government expenditure per student, primary (% of GDP per capita)",0.20745255053043365
45,"2005 PPP conversion factor, private consumption (LCU per international $)",0.20865055918693542
848,"Prevalence of overweight, weight for height, female (% of children under 5)",0.2115638703107834
1073,"Cost to export, border compliance (US$)",0.2130451202392578
898,Investment in ICT with private participation (current US$),0.21470330655574799
711,"Cause of death, by injury (% of total)",0.21480298042297363
867,Refugee population by country or territory of origin,0.21487505733966827
1085,Insurance and financial services (% of commercial service imports),0.21502700448036194
445,"Access to electricity, urban (% of urban population)",0.21575713157653809
561,Urban land area where elevation is below 5 meters (% of total land area),0.21646472811698914
892,Fixed telephone subscriptions (per 100 people),0.22021138668060303
1071,"Computer, communications and other services (% of commercial service exports)",0.22087417542934418
162,"Grants, excluding technical cooperation (BoP, current US$)",0.2224900871515274
847,"Prevalence of overweight, weight for height (% of children under 5)",0.22299915552139282
807,"Population ages 30-34, male (% of male population)",0.2232910692691803
718,"Completeness of birth registration, female (%)",0.22386299073696136
1077,Customs and other import duties (% of tax revenue),0.2303692102432251
1008,"Share of youth not in education, employment or training, total (% of youth population)",0.23051238059997559
719,"Completeness of birth registration, male (%)",0.23233795166015625
949,Coverage of social insurance programs in poorest quintile (% of population),0.2324301302433014
742,Exclusive breastfeeding (% of children under 6 months),0.23630157113075256
1159,Transport services (% of commercial service imports),0.24553778767585754
638,"Employment in services, male (% of male employment) (modeled ILO estimate)",0.2479516565799713
749,"Immunization, HepB3 (% of one-year-old children)",0.24814322590827942
938,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",0.24814613163471222
181,Gross national expenditure (% of GDP),0.2501334547996521
963,Coverage of unemployment benefits and ALMP in richest quintile (% of population),0.2502399981021881
942,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",0.25102031230926514
91,Discrepancy in expenditure estimate of GDP (current LCU),0.25337615609169006
145,GNI per capita (constant LCU),0.25380995869636536
253,"Personal remittances, paid (current US$)",0.2551270127296448
879,"Tuberculosis case detection rate (%, all forms)",0.25524061918258667
92,Expense (% of GDP),0.25694137811660767
756,Low-birthweight babies (% of births),0.2580414414405823
440,"Trained teachers in upper secondary education, male (% of male teachers)",0.25866228342056274
109,Final consumption expenditure (% of GDP),0.25947684049606323
620,"Child employment in services, female (% of female economically active children ages 7-14)",0.2600381374359131
127,GDP deflator (base year varies by country),0.2603413760662079
655,"Life expectancy at birth, male (years)",0.26044756174087524
107,"External debt stocks (% of exports of goods, services and primary income)",0.26111724972724915
1144,"Tariff rate, applied, weighted mean, all products (%)",0.26189959049224854
806,"Population ages 30-34, female (% of female population)",0.26560017466545105
1061,Arms imports (SIPRI trend indicator values),0.2686360776424408
541,People using safely managed drinking water services (% of population),0.2703591585159302
626,"Children in employment, work only, female (% of female children in employment, ages 7-14)",0.2717234492301941
1010,"Unemployment with advanced education, female (% of female labor force with advanced education)",0.2759567201137543
1065,"Binding coverage, primary products (%)",0.2782847583293915
250,Other manufacturing (% of value added in manufacturing),0.28216123580932617
1138,"Share of tariff lines with specific rates, all products (%)",0.28243619203567505
681,"Survival to age 65, male (% of cohort)",0.28316402435302734
1151,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",0.28689444065093994
386,"Pupil-teacher ratio, tertiary",0.2884032726287842
439,"Trained teachers in upper secondary education, female (% of female teachers)",0.2885587215423584
332,Expenditure on secondary education (% of government expenditure on education),0.29167234897613525
1006,"Share of youth not in education, employment or training, female (% of female youth population)",0.2945824861526489
931,Child employment in services (% of economically active children ages 7-14),0.2948404550552368
698,Women who were first married by age 15 (% of women ages 20-24),0.29710596799850464
570,Broad money (% of GDP),0.29756906628608704
44,"2005 PPP conversion factor, GDP (LCU per international $)",0.29864242672920227
1081,Food imports (% of merchandise imports),0.301922470331192
1030,Income share held by fourth 20%,0.3020530343055725
501,CO2 emissions from liquid fuel consumption (% of total),0.3049054741859436
943,"Children in employment, work only (% of children in employment, ages 7-14)",0.3055628836154938
1145,"Tariff rate, applied, weighted mean, manufactured products (%)",0.30667656660079956
131,GDP per capita (current LCU),0.30773425102233887
438,Trained teachers in upper secondary education (% of total teachers),0.3081375062465668
303,"Current education expenditure, primary (% of total expenditure in primary public institutions)",0.30831193923950195
1092,"International tourism, receipts (% of total exports)",0.31371259689331055
452,Electric power transmission and distribution losses (% of output),0.3169826865196228
1011,"Unemployment with advanced education, male (% of male labor force with advanced education)",0.3175429403781891
1064,"Binding coverage, manufactured products (%)",0.3177138864994049
932,"Children in employment, self-employed (% of children in employment, ages 7-14)",0.31795012950897217
621,"Child employment in services, male (% of male economically active children ages 7-14)",0.31806451082229614
442,"Unemployment, male (% of male labor force) (modeled ILO estimate)",0.32235831022262573
85,"Communications, computer, etc. (% of service exports, BoP)",0.3266729712486267
574,Claims on central government (annual growth as % of broad money),0.32823485136032104
679,"Smoking prevalence, males (% of adults)",0.3314032554626465
458,"Electricity production from oil, gas and coal sources (% of total)",0.33456557989120483
1166,Population in urban agglomerations of more than 1 million (% of total population),0.33495664596557617
130,GDP per capita (constant LCU),0.3355138301849365
492,"Annual freshwater withdrawals, total (billion cubic meters)",0.338580459356308
1118,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),0.33964431285858154
443,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.3402245044708252
627,"Children in employment, work only, male (% of male children in employment, ages 7-14)",0.34152165055274963
1063,"Binding coverage, all products (%)",0.3485397696495056
252,"PPP conversion factor, private consumption (LCU per international $)",0.3494623899459839
568,Bank nonperforming loans to total gross loans (%),0.3505113124847412
998,"Labor force with basic education, male (% of male working-age population with basic education)",0.3512582778930664
234,Net ODA received (% of GNI),0.35348621010780334
1124,Merchandise imports from high-income economies (% of total merchandise imports),0.35613930225372314
146,GNI per capita (current LCU),0.3609852194786072
215,"Industry (including construction), value added (% of GDP)",0.3621114492416382
254,"Personal remittances, received (% of GDP)",0.36259725689888
1009,Unemployment with advanced education (% of total labor force with advanced education),0.3644516170024872
402,"School enrollment, primary, private (% of total primary)",0.36476972699165344
590,International migrant stock (% of population),0.3649527430534363
934,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",0.3699555993080139
441,"Unemployment, female (% of female labor force) (modeled ILO estimate)",0.370823472738266
272,"Short-term debt (% of exports of goods, services and primary income)",0.3718808889389038
277,"Technical cooperation grants (BoP, current US$)",0.38200706243515015
457,Electricity production from oil sources (% of total),0.3848017752170563
567,Bank liquid reserves to bank assets ratio (%),0.3896856904029846
78,"Central government debt, total (% of GDP)",0.393626868724823
678,"Smoking prevalence, females (% of adults)",0.3955661952495575
516,Land area where elevation is below 5 meters (% of total land area),0.3999437093734741
849,"Prevalence of overweight, weight for height, male (% of children under 5)",0.4015246033668518
1116,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),0.41694268584251404
1020,"Unemployment, total (% of total labor force) (national estimate)",0.41902342438697815
1015,Unemployment with intermediate education (% of total labor force with intermediate education),0.41979989409446716
594,Market capitalization of listed domestic companies (% of GDP),0.42480647563934326
285,Trade in services (% of GDP),0.43253636360168457
840,"Population, male (% of total)",0.4337237477302551
121,"Foreign direct investment, net outflows (% of GDP)",0.4356119632720947
251,"PPP conversion factor, GDP (LCU per international $)",0.4370185136795044
35,Rural land area where elevation is below 5 meters (% of total land area),0.44160717725753784
243,Net primary income (Net income from abroad) (current US$),0.4416312575340271
207,Imports of goods and services (% of GDP),0.4418725371360779
1019,"Unemployment, male (% of male labor force) (national estimate)",0.45166152715682983
924,"Average working hours of children, working only, male, ages 7-14 (hours per week)",0.4554573893547058
612,Total reserves in months of imports,0.45726579427719116
575,"Claims on central government, etc. (% GDP)",0.4591958820819855
733,Diarrhea treatment (% of children under 5 who received ORS packet),0.4619854688644409
1139,"Share of tariff lines with specific rates, manufactured products (%)",0.46796512603759766
478,Oil rents (% of GDP),0.46856969594955444
1084,Insurance and financial services (% of commercial service exports),0.48900628089904785
1016,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",0.5009593963623047
1110,Merchandise exports to economies in the Arab World (% of total merchandise exports),0.5028616189956665
534,"People practicing open defecation, urban (% of urban population)",0.5030494928359985
871,"Smoking prevalence, total (ages 15+)",0.5080492496490479
870,Sex ratio at birth (male births per female births),0.5084960460662842
579,"Commercial bank branches (per 100,000 adults)",0.5450068712234497
518,Methane emissions (% change from 1990),0.5455573201179504
1,Agricultural irrigated land (% of total agricultural land),0.5468758344650269
684,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",0.5528680682182312
378,Primary school starting age (years),0.5547769069671631
20,Cereal yield (kg per hectare),0.5589874982833862
415,"Secondary education, duration (years)",0.5902469754219055
186,Gross national expenditure deflator (base year varies by country),0.6052603125572205
504,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),0.6117942333221436
587,GDP deflator: linked series (base year varies by country),0.6118788719177246
635,"Employment in industry, female (% of female employment) (modeled ILO estimate)",0.6145572066307068
1023,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0.641722559928894
1086,"International tourism, expenditures (% of total imports)",0.6670286059379578
240,"Net primary income (BoP, current US$)",0.6824774146080017
564,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",0.6857260465621948
1018,"Unemployment, female (% of female labor force) (national estimate)",0.701460599899292
223,"Insurance and financial services (% of service exports, BoP)",0.7203580141067505
84,Chemicals (% of value added in manufacturing),0.7270151972770691
683,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",0.7278273105621338
1024,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",0.7689385414123535
1022,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",0.7898576259613037
235,Net ODA received per capita (current US$),0.8360310792922974
530,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.882113516330719
1021,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",0.9094243049621582
580,Consumer price index (2010 = 100),0.9166290163993835
489,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",0.9757735729217529
864,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.9937295913696289
1128,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),1.04651939868927
1115,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),1.078016757965088
716,"Community health workers (per 1,000 people)",1.1345539093017578
491,"Annual freshwater withdrawals, total (% of internal resources)",1.2208693027496338
527,Other greenhouse gas emissions (% change from 1990),1.5139548778533936
